TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
h004947,28,여,50,4,1,2,2,4,,4,6,3,2,42,42170,47,47130,26,26260,2,4,2,4,1,2,3,1,인천광역시,제주,자녀 동반 여행,2023-08-24~2023-08-26,3,7,2,1
h000529,50,여,50,6,1,2,3,11,,1,5,4,25,50,50110,50,50130,11,11350,6,5,5,5,5,5,4,6,제주특별자치도,제주,2인 가족 여행,2023-06-02~2023-06-02,3,1,2,1
h000645,28,여,30,7,1,2,4,2,,3,8,2,1,50,50130,42,42150,46,46150,4,4,4,4,6,4,6,5,인천광역시,제주,자녀 동반 여행,2023-06-13~2023-06-20,7,1,8,3
h006632,50,여,50,6,1,2,2,3,,6,6,1,1,50,50130,46,46710,11,11215,1,1,1,1,1,3,1,7,제주특별자치도,제주,2인 가족 여행,2023-09-16~2023-09-16,8,1,4,1
h000707,41,여,20,6,1,1,4,3,,4,12,2,2,41,41570,28,28185,11,11590,3,3,3,2,4,3,5,6,경기도,제주,2인 여행(가족 외),2023-06-15~2023-06-19,3,2,7,1
h001462,41,여,20,4,1,1,4,12,,3,9,2,1,50,50130,42,42150,26,26350,6,2,2,5,5,3,5,6,경기도,제주,2인 여행(가족 외),2023-07-03~2023-07-05,3,1,5,1
h003570,41,여,20,4,1,1,4,4,,3,8,3,10,26,26350,50,50110,42,42210,2,1,3,5,6,4,7,6,경기도,제주,2인 여행(가족 외),2023-08-25~2023-08-30,2,1,3,1
h001572,26,여,20,6,1,1,4,12,,2,12,3,4,50,50110,11,11440,50,50130,3,4,3,4,5,3,2,4,부산광역시,제주,나홀로 여행,2023-06-25~2023-06-28,2,1,4,0
h002533,43,여,30,6,1,2,2,2,,5,12,2,3,50,50110,47,47170,27,27140,4,6,1,1,1,1,7,1,충청북도,제주,2인 여행(가족 외),2023-08-27~2023-08-29,2,9,3,1
h002884,50,여,30,6,1,1,1,3,,4,,2,3,50,50110,50,50130,48,48860,2,6,1,6,4,7,2,7,제주특별자치도,제주,나홀로 여행,2023-08-05~2023-08-06,4,1,8,0
h000544,48,여,30,6,1,2,4,3,,1,5,3,2,50,50130,26,26710,46,46710,4,2,2,1,1,1,2,7,경상남도,제주,3대 동반 여행(친척 포함),2023-06-03~2023-06-06,2,5,3,4
h000772,47,여,40,7,1,1,1,3,,5,,2,1,50,50130,26,26710,11,11110,3,4,3,3,4,3,6,4,경상북도,제주,나홀로 여행,2023-06-13~2023-06-15,2,4,7,0
h001938,48,여,40,6,5,1,3,3,,4,7,2,2,48,48310,26,26710,11,11440,1,7,7,7,1,1,7,7,경상남도,제주,3인 이상 여행(가족 외),2023-07-15~2023-07-17,7,2,6,4
h001744,27,여,30,4,1,1,5,12,,2,8,2,1,50,50130,26,26500,42,42210,3,1,1,4,4,2,5,6,대구광역시,제주,3인 이상 여행(가족 외),2023-06-29~2023-07-01,1,2,3,2
h003337,28,여,20,5,1,1,4,13,,1,5,3,2,26,26500,50,50130,26,26350,4,1,4,4,2,4,1,5,인천광역시,제주,부모 동반 여행,2023-08-11~2023-08-17,1,2,5,5
h000037,11,남,40,6,1,2,2,3,,9,11,3,3,42,42150,41,41480,50,50130,1,7,7,4,4,1,7,2,서울특별시,제주,2인 가족 여행,2023-06-01~2023-06-04,10,,,1
h005233,11,남,30,6,1,1,4,2,,4,5,3,2,50,50130,26,26350,42,42830,1,4,2,2,5,2,5,7,서울특별시,제주,2인 여행(가족 외),2023-08-24~2023-08-27,9,3,2,1
h001235,41,여,30,6,1,1,4,3,,4,11,3,6,42,42210,42,42230,41,41800,2,2,7,3,1,6,7,5,경기도,제주,3인 이상 여행(가족 외),2023-06-16~2023-06-19,3,1,2,3
h003723,29,여,30,5,1,1,3,4,,4,4,3,2,50,50130,50,50110,26,26350,4,3,3,4,4,5,5,5,광주광역시,제주,2인 여행(가족 외),2023-08-13~2023-08-16,7,1,5,1
h001535,41,남,30,6,1,2,2,3,,4,7,3,8,42,42150,50,50110,46,46150,3,3,3,4,3,6,2,4,경기도,제주,2인 가족 여행,2023-06-24~2023-06-26,3,2,1,1
h001720,50,남,30,4,1,1,4,3,,1,4,3,2,11,11710,26,26230,50,50110,6,2,4,5,3,6,6,2,제주특별자치도,제주,2인 여행(가족 외),2023-07-01~2023-07-01,2,1,5,1
h001303,27,여,20,7,5,1,1,3,,4,,3,10,50,50130,11,11440,27,27110,1,2,3,6,6,2,1,5,대구광역시,제주,나홀로 여행,2023-06-26~2023-06-28,1,7,2,0
h000060,11,남,30,6,1,1,1,3,,5,,3,4,50,50130,26,26350,28,28710,1,1,4,7,2,1,1,7,서울특별시,제주,나홀로 여행,2023-05-25~2023-05-27,7,1,2,0
h004410,46,여,30,6,1,1,5,12,,2,11,3,4,50,50110,26,26170,30,30140,3,3,3,2,2,3,6,5,전라남도,제주,2인 여행(가족 외),2023-08-23~2023-08-25,3,5,,1
h001371,11,남,20,8,5,1,1,12,,3,,2,1,41,41820,41,41450,42,42210,2,5,2,3,5,2,6,6,서울특별시,제주,2인 여행(가족 외),2023-06-27~2023-06-29,7,1,3,1
h000761,30,남,30,6,1,2,4,3,,5,7,2,1,50,50130,26,26350,42,42150,1,1,1,1,7,7,1,1,대전광역시,제주,자녀 동반 여행,2023-06-10~2023-06-13,7,3,8,3
h000756,48,여,40,5,1,2,4,4,,3,5,3,2,50,50130,48,48310,46,46150,2,1,1,4,6,3,1,6,경상남도,제주,자녀 동반 여행,2023-06-14~2023-06-17,3,8,4,3
h005138,45,여,30,6,1,2,3,2,,2,4,1,2,50,50130,41,41190,47,47930,3,3,1,5,7,3,6,3,전라북도,제주,자녀 동반 여행,2023-08-27~2023-08-30,3,1,9,5
h000603,41,여,40,6,1,2,5,11,,1,6,3,2,42,42170,41,41830,44,44825,3,3,4,4,4,6,5,4,경기도,제주,3대 동반 여행(친척 포함),2023-06-13~2023-06-15,2,3,7,5
h005858,11,남,20,6,1,1,4,3,,4,7,2,1,50,50130,42,42150,41,41390,2,2,2,4,3,2,2,7,서울특별시,제주,2인 여행(가족 외),2023-09-01~2023-09-04,7,2,3,1
h000014,42,여,20,5,1,2,5,10,,3,4,3,6,41,41820,41,41280,31,31200,2,2,1,2,2,4,7,6,강원도,제주,부모 동반 여행,2023-05-20~2023-05-23,8,2,3,7
h004773,28,여,30,6,1,2,2,1,,5,11,3,4,50,50110,26,26500,11,11140,3,2,3,1,4,4,5,6,서울특별시,제주,2인 가족 여행,2023-08-25~2023-08-27,2,1,6,1
h000797,41,여,30,5,1,1,4,3,,3,4,3,8,50,50110,41,41820,42,42210,1,1,4,3,6,4,1,7,경기도,제주,2인 여행(가족 외),2023-06-17~2023-06-20,3,5,2,1
h005063,46,여,20,4,1,1,6,12,,2,6,3,3,50,50110,11,11680,42,42150,1,1,1,6,4,3,6,3,광주광역시,제주,2인 여행(가족 외),2023-08-29~2023-08-31,1,9,7,1
h001113,50,남,30,4,1,1,1,4,,4,,4,3,27,27290,50,50130,50,50110,6,2,2,5,5,5,6,3,제주특별자치도,제주,2인 여행(가족 외),2023-06-18~2023-06-20,7,,,1
h003263,50,여,50,6,1,1,1,13,,3,,3,3,50,50110,11,11140,42,42830,2,3,2,5,1,1,3,6,제주특별자치도,제주,2인 여행(가족 외),2023-08-19~2023-08-19,2,1,6,1
h006581,50,남,30,6,1,2,3,4,,6,10,2,2,50,50130,50,50110,41,41570,2,4,3,2,5,3,4,5,제주특별자치도,제주,자녀 동반 여행,2023-09-17~2023-09-17,3,1,5,2
h003383,28,남,30,6,1,1,2,3,,5,6,3,6,50,50110,42,42210,41,41820,4,2,4,3,3,5,1,6,인천광역시,제주,2인 여행(가족 외),2023-08-11~2023-08-14,3,2,1,1
h003885,29,여,30,4,1,1,2,12,,2,6,3,5,26,26500,46,46130,50,50110,4,3,3,3,3,3,2,6,광주광역시,제주,2인 가족 여행,2023-08-19~2023-08-22,3,,,1
h005184,26,여,30,6,3,1,4,12,,1,9,3,8,11,11440,11,11290,11,11140,6,2,2,6,4,4,5,5,부산광역시,제주,3인 이상 여행(가족 외),2023-08-25~2023-08-27,3,1,2,2
h001365,42,여,30,7,2,1,1,13,,4,,3,2,11,11710,42,42150,26,26350,4,1,2,2,6,6,1,7,강원도,제주,2인 여행(가족 외),2023-06-25~2023-06-27,1,6,3,1
h003514,26,여,30,6,1,1,1,3,,5,,2,2,50,50110,50,50130,11,11170,2,2,1,2,4,6,6,5,부산광역시,제주,2인 여행(가족 외),2023-08-13~2023-08-16,10,2,7,1
h001086,11,남,30,7,1,1,1,3,,5,,3,5,50,50130,30,30200,26,26500,2,1,2,2,1,4,3,6,서울특별시,제주,3인 이상 여행(가족 외),2023-06-16~2023-06-18,3,5,1,3
h002114,41,남,20,6,2,1,1,12,,1,,3,2,50,50130,42,42150,26,26350,4,2,3,3,3,3,3,5,경기도,제주,3인 이상 여행(가족 외),2023-07-09~2023-07-12,3,1,2,5
h002809,26,여,30,6,4,2,2,3,,4,8,2,1,26,26380,48,48120,47,47770,2,1,1,4,4,2,2,1,부산광역시,제주,2인 여행(가족 외),2023-08-08~2023-08-13,3,1,2,1
h001566,50,남,30,5,1,2,2,3,,4,4,1,1,50,50110,42,42750,26,26230,1,4,1,5,7,1,7,6,제주특별자치도,제주,2인 가족 여행,2023-06-24~2023-06-25,2,1,3,1
h000484,50,여,50,6,1,2,4,13,,2,4,3,6,50,50110,50,50130,30,30110,3,5,5,3,4,3,3,3,제주특별자치도,제주,자녀 동반 여행,2023-06-07~2023-06-09,3,1,8,3
h001755,46,여,20,6,1,1,1,3,,4,,3,5,48,48220,42,42150,29,29110,3,3,3,6,5,4,5,5,전라남도,제주,나홀로 여행,2023-07-01~2023-07-03,2,1,4,0
h000915,41,여,20,6,1,2,2,3,,5,10,3,3,41,41820,42,42150,50,50130,2,1,1,1,6,7,1,6,경기도,제주,2인 가족 여행,2023-06-17~2023-06-19,3,5,7,1
h005161,30,여,20,6,1,1,1,12,,2,,3,4,42,42210,42,42750,26,26350,1,1,4,1,4,4,2,4,대전광역시,제주,나홀로 여행,2023-08-24~2023-08-26,6,2,1,0
h002322,42,여,20,5,1,1,1,4,,4,,2,1,42,42820,50,50110,11,11680,1,1,1,4,3,1,7,6,강원도,제주,2인 여행(가족 외),2023-07-27~2023-07-30,1,4,7,1
h001416,41,남,20,7,2,1,4,1,,4,11,3,2,42,42150,41,41820,28,28110,2,2,4,2,3,4,3,6,경기도,제주,3인 이상 여행(가족 외),2023-07-01~2023-07-03,3,2,1,4
h006435,50,여,50,6,1,2,4,13,,5,8,2,2,50,50130,50,50110,27,27260,4,3,2,2,2,3,4,7,제주특별자치도,제주,2인 여행(가족 외),2023-09-17~2023-09-17,2,1,4,1
h001397,41,남,30,6,3,1,2,10,,2,7,3,5,42,42210,50,50130,11,11680,5,2,2,5,2,6,2,7,경기도,제주,2인 여행(가족 외),2023-06-26~2023-06-29,3,2,1,1
h003096,27,여,30,6,1,1,3,13,,4,7,2,1,50,50110,26,26350,11,11440,1,2,2,3,1,2,6,7,대구광역시,제주,3인 이상 여행(가족 외),2023-08-20~2023-08-22,9,7,1,4
h001959,41,남,30,4,1,1,2,9,,4,7,1,1,50,50130,50,50110,44,44130,2,5,5,4,4,4,2,7,경기도,제주,3인 이상 여행(가족 외),2023-07-04~2023-07-07,3,1,5,2
h001807,44,여,20,4,1,1,4,4,,3,8,3,2,48,48120,45,45190,26,26260,4,6,4,4,4,4,6,4,충청남도,제주,부모 동반 여행,2023-07-11~2023-07-14,7,2,1,3
h000695,11,여,40,6,1,1,4,3,,5,12,2,1,41,41450,31,31170,42,42770,2,1,2,4,6,2,6,6,서울특별시,제주,3인 이상 여행(가족 외),2023-06-10~2023-06-12,1,3,2,3
h000660,41,남,20,6,2,1,4,12,,3,7,2,2,50,50110,41,41820,41,41110,1,2,2,2,2,2,2,1,경기도,제주,3인 이상 여행(가족 외),2023-06-16~2023-06-19,2,3,6,2
h000300,41,남,50,4,1,2,3,8,,7,7,3,6,50,50130,44,44825,42,42230,4,4,4,4,4,4,6,7,경기도,제주,3인 이상 여행(가족 외),2023-05-31~2023-06-07,1,2,3,2
h006462,50,남,30,6,1,4,1,4,,3,,1,1,50,50130,50,50110,26,26350,4,1,1,4,4,7,6,7,제주특별자치도,제주,2인 여행(가족 외),2023-09-20~2023-09-20,1,2,4,1
h001615,50,남,40,4,1,2,3,13,,2,2,2,1,50,50130,41,41480,41,41460,1,4,2,4,4,4,3,7,제주특별자치도,제주,자녀 동반 여행,2023-07-08~2023-07-08,5,7,3,2
h002352,30,남,30,6,1,1,4,13,,2,4,3,2,50,50110,26,26350,48,48220,6,2,3,6,6,6,6,2,대전광역시,제주,나홀로 여행,2023-07-18~2023-07-20,1,2,7,0
h001530,11,여,30,6,1,2,3,3,,3,7,4,1,50,50130,42,42150,26,26350,4,3,3,2,2,4,4,5,서울특별시,제주,3대 동반 여행(친척 포함),2023-07-01~2023-07-04,2,1,3,4
h000788,41,여,30,6,1,1,4,2,,7,12,3,2,41,41360,42,42150,46,46130,2,2,2,3,2,6,6,6,경기도,제주,2인 여행(가족 외),2023-06-30~2023-07-02,2,1,3,1
h000234,50,여,50,6,1,2,3,11,,2,7,1,1,41,41460,41,41830,50,50130,2,7,4,1,1,4,5,7,제주특별자치도,제주,2인 여행(가족 외),2023-05-25~2023-05-25,5,1,2,1
h003330,47,남,30,6,1,1,1,4,,5,,3,1,50,50130,26,26710,47,47110,4,4,4,2,2,4,4,4,경상북도,제주,2인 여행(가족 외),2023-08-17~2023-08-19,3,1,7,1
h006720,50,여,30,4,1,1,2,13,,5,5,2,2,50,50130,50,50110,45,45110,4,1,5,4,5,3,6,4,제주특별자치도,제주,3인 이상 여행(가족 외),2023-09-22~2023-09-22,3,2,1,2
h001098,47,남,30,6,1,1,4,3,,3,7,3,5,26,26350,47,47130,47,47110,1,4,3,3,4,3,3,7,경상북도,제주,부모 동반 여행,2023-06-20~2023-06-21,3,9,4,3
h001999,29,여,20,5,2,1,4,9,,2,5,3,4,50,50130,11,11680,26,26530,5,1,2,3,5,5,3,6,광주광역시,제주,2인 여행(가족 외),2023-07-12~2023-07-15,9,1,3,1
h004150,41,여,30,5,1,2,2,3,,3,7,3,6,41,41110,27,27200,29,29200,2,5,1,6,4,4,6,5,경기도,제주,2인 가족 여행,2023-08-29~2023-09-01,1,,,1
h001318,11,여,20,6,3,1,1,12,,3,,3,2,26,26350,26,26500,50,50130,4,2,2,6,6,6,1,7,서울특별시,제주,나홀로 여행,2023-06-28~2023-07-01,2,1,7,0
h006746,50,여,20,6,1,1,2,2,,4,4,3,1,50,50110,11,11200,11,11170,3,3,1,1,2,3,3,7,제주특별자치도,제주,나홀로 여행,2023-09-23~2023-09-23,2,4,1,0
h000637,29,남,20,6,1,1,4,13,,2,11,3,6,50,50130,26,26350,11,11680,4,1,2,1,4,5,2,7,광주광역시,제주,3인 이상 여행(가족 외),2023-06-16~2023-06-18,3,1,5,3
h006473,50,여,30,5,1,1,2,4,,3,8,3,4,11,11680,31,31140,26,26350,6,1,2,5,4,6,3,2,제주특별자치도,제주,3인 이상 여행(가족 외),2023-09-15~2023-09-15,2,1,3,2
h004474,27,남,20,5,2,1,2,12,,2,6,3,2,50,50130,50,50110,26,26500,4,2,2,2,4,4,5,4,대구광역시,제주,2인 여행(가족 외),2023-08-29~2023-08-31,2,3,1,1
h006539,50,여,30,6,1,1,1,4,,4,,3,4,50,50110,50,50130,48,48840,1,1,1,7,1,1,1,7,제주특별자치도,제주,3인 이상 여행(가족 외),2023-09-18~2023-09-18,3,1,7,2
h000324,11,여,20,6,1,1,1,2,,4,,3,4,50,50110,50,50130,44,44180,2,1,1,5,4,2,1,7,서울특별시,제주,2인 여행(가족 외),2023-06-05~2023-06-07,3,2,1,1
h002618,11,여,20,6,1,1,1,2,,4,,3,2,42,42760,50,50130,30,30200,2,2,4,3,1,5,4,1,서울특별시,제주,나홀로 여행,2023-08-09~2023-08-11,2,1,7,0
h002291,46,여,40,6,1,1,1,3,,5,,2,2,48,48310,45,45110,47,47130,2,1,1,4,6,2,7,6,전라남도,제주,3인 이상 여행(가족 외),2023-07-19~2023-07-23,3,1,2,3
h000734,28,여,20,6,1,1,3,3,,3,10,3,6,50,50110,26,26350,41,41820,3,1,2,2,6,5,3,7,인천광역시,제주,2인 여행(가족 외),2023-06-09~2023-06-11,5,3,2,1
h005342,41,여,30,6,1,1,4,2,,4,8,3,3,42,42150,41,41820,43,43150,4,3,4,2,4,3,3,5,경기도,제주,3인 이상 여행(가족 외),2023-08-26~2023-08-30,3,1,2,4
h000038,11,여,20,4,1,1,1,3,,3,,3,1,26,26350,50,50130,42,42830,3,4,3,4,4,3,3,5,서울특별시,제주,나홀로 여행,2023-06-02~2023-06-04,1,2,5,0
h001375,41,남,50,5,1,2,3,3,,5,9,2,2,42,42730,41,41820,28,28245,2,2,1,2,1,4,6,6,경기도,제주,3인 이상 여행(가족 외),2023-06-27~2023-06-29,3,1,2,3
h001562,26,여,20,6,1,1,3,2,,3,5,3,1,11,11650,50,50130,47,47940,3,2,2,4,3,3,5,5,부산광역시,제주,나홀로 여행,2023-06-29~2023-07-01,7,4,1,0
h001763,50,남,40,6,1,1,1,4,,4,,2,2,50,50110,50,50130,46,46110,2,2,1,6,4,1,3,1,제주특별자치도,제주,나홀로 여행,2023-06-27~2023-06-28,2,7,1,0
h002044,11,여,20,6,2,1,1,12,,2,,2,2,50,50130,50,50110,42,42830,5,3,1,4,6,5,5,6,서울특별시,제주,2인 여행(가족 외),2023-07-12~2023-07-14,10,1,3,1
h000179,11,여,40,7,1,2,3,2,,5,10,2,1,42,42720,42,42210,41,41610,1,2,6,1,1,3,1,6,서울특별시,제주,3대 동반 여행(친척 포함),2023-05-27~2023-05-29,9,3,2,6
h000589,31,여,30,5,1,2,4,2,,3,6,3,6,50,50130,42,42770,26,26710,4,4,4,4,4,4,7,4,울산광역시,제주,자녀 동반 여행,2023-06-10~2023-06-14,3,1,7,3
h000104,11,여,30,6,1,2,4,11,,2,10,2,2,42,42760,42,42730,28,28710,4,3,3,3,5,1,7,3,서울특별시,제주,자녀 동반 여행,2023-05-26~2023-05-29,3,1,8,3
h001117,28,남,20,6,1,1,1,13,,2,,2,1,46,46130,50,50110,42,42210,2,2,3,4,5,4,2,3,인천광역시,제주,2인 여행(가족 외),2023-06-18~2023-06-20,2,3,1,1
h006722,50,여,30,6,1,2,4,3,,4,7,3,4,50,50130,50,50110,11,11170,1,1,1,1,7,4,2,7,제주특별자치도,제주,나홀로 여행,2023-09-23~2023-09-23,2,,,0
h003219,42,여,20,6,2,1,6,12,,3,3,3,2,50,50130,42,42210,26,26350,3,2,1,3,6,6,1,7,강원도,제주,3인 이상 여행(가족 외),2023-08-23~2023-08-25,5,2,10,5
h006338,11,여,20,5,2,1,2,12,,3,4,3,2,50,50130,41,41480,41,41360,3,1,3,5,2,2,5,7,서울특별시,제주,2인 가족 여행,2023-09-14~2023-09-15,3,4,2,1
h003579,26,여,20,6,1,1,5,3,,3,5,1,3,26,26710,50,50130,48,48850,3,3,2,6,5,3,7,6,부산광역시,제주,2인 여행(가족 외),2023-08-18~2023-08-22,10,2,6,1
h006502,50,여,30,6,1,2,5,2,,2,7,1,1,50,50110,50,50130,11,11470,2,4,4,2,4,4,2,7,제주특별자치도,제주,자녀 동반 여행,2023-09-17~2023-09-17,3,8,2,2
h000765,42,남,40,4,1,2,3,5,,7,7,2,1,42,42150,50,50130,42,42210,4,4,4,4,4,4,4,4,강원도,제주,나홀로 여행,2023-06-09~2023-06-11,4,1,2,0
h001162,11,여,40,6,1,1,1,3,,6,,3,8,50,50130,42,42150,26,26170,2,2,3,2,2,3,4,5,서울특별시,제주,2인 여행(가족 외),2023-06-29~2023-07-02,2,1,7,1
h005605,50,남,30,6,1,1,1,4,,5,,2,2,50,50130,28,28237,41,41190,4,4,4,4,4,4,4,4,제주특별자치도,제주,나홀로 여행,2023-09-22~2023-09-23,1,7,5,0
h002565,26,여,30,5,1,1,2,2,,4,8,3,4,50,50110,50,50130,46,46130,1,1,1,4,7,2,6,5,부산광역시,제주,2인 여행(가족 외),2023-08-18~2023-08-20,2,,,1
h000849,50,여,40,6,1,2,5,2,,3,7,3,5,42,42150,45,45110,41,41820,3,2,2,4,2,3,4,4,제주특별자치도,제주,2인 여행(가족 외),2023-07-01~2023-07-02,7,4,3,1
h000592,28,여,30,6,1,5,2,3,,4,4,3,4,30,30200,11,11650,28,28110,2,6,2,6,2,3,2,7,인천광역시,제주,2인 가족 여행,2023-06-26~2023-06-28,9,3,7,1
h003867,41,여,20,6,1,1,4,2,,4,11,2,1,50,50110,42,42150,47,47130,2,3,3,3,5,6,5,6,경기도,제주,2인 여행(가족 외),2023-08-18~2023-08-20,1,2,3,1
h001675,11,여,50,6,1,2,2,2,,2,7,3,3,42,42150,50,50130,45,45130,2,2,2,5,4,4,2,2,서울특별시,제주,나홀로 여행,2023-07-03~2023-07-05,1,2,7,0
h003448,11,여,50,6,1,2,3,11,,1,6,3,4,42,42210,50,50110,26,26710,2,2,1,6,4,2,1,7,서울특별시,제주,2인 여행(가족 외),2023-09-05~2023-09-07,3,1,2,1
h001106,11,여,40,4,1,1,2,5,,4,5,3,1,26,26350,41,41820,50,50130,4,3,2,5,5,4,4,5,서울특별시,제주,2인 여행(가족 외),2023-06-22~2023-06-24,1,2,5,1
h004573,11,여,20,6,1,1,1,2,,9,,3,3,50,50110,42,42150,26,26350,6,6,6,3,5,5,2,6,서울특별시,제주,2인 여행(가족 외),2023-08-26~2023-08-29,1,3,2,1
h000019,11,여,30,6,1,1,1,3,,4,,2,1,50,50110,42,42150,42,42830,3,2,5,6,6,4,6,6,서울특별시,제주,나홀로 여행,2023-05-25~2023-05-28,2,5,7,0
h002091,26,여,30,6,1,1,4,4,,4,4,3,3,50,50110,11,11170,11,11680,2,1,5,2,5,5,1,6,부산광역시,제주,2인 여행(가족 외),2023-08-04~2023-08-06,7,5,1,1
h000781,41,여,40,5,1,2,4,2,,3,11,3,6,50,50130,42,42150,48,48310,1,3,4,2,4,4,1,7,경기도,제주,자녀 동반 여행,2023-06-12~2023-06-14,7,3,5,3
h002209,11,남,20,6,2,1,1,12,,1,,2,1,50,50130,50,50110,42,42150,1,2,2,6,4,2,2,3,서울특별시,제주,2인 여행(가족 외),2023-07-11~2023-07-13,7,2,4,1
h001961,43,여,20,4,1,1,4,12,,1,8,2,1,50,50130,11,11680,48,48860,1,7,1,1,1,1,7,1,충청북도,제주,2인 여행(가족 외),2023-07-10~2023-07-13,3,2,7,1
h006651,50,여,40,6,1,2,3,3,,1,4,3,1,11,11560,48,48240,50,50110,7,3,5,6,1,1,7,6,제주특별자치도,제주,나홀로 여행,2023-09-20~2023-09-20,4,1,6,0
h001167,42,여,40,6,1,1,2,2,,5,5,3,6,48,48220,42,42230,11,11380,5,4,3,5,2,6,3,5,강원도,제주,부모 동반 여행,2023-06-14~2023-06-18,2,3,9,3
h005535,47,여,50,7,1,2,3,2,,12,12,3,6,42,42170,44,44130,50,50130,2,1,2,4,2,3,3,6,경상북도,제주,3인 이상 여행(가족 외),2023-08-28~2023-08-31,2,8,7,2
h003431,28,여,20,5,1,1,5,3,,4,7,3,3,42,42150,41,41110,11,11710,4,1,1,1,6,4,1,7,인천광역시,제주,2인 여행(가족 외),2023-08-19~2023-08-23,5,4,1,1
h001026,41,남,40,6,1,1,1,8,,4,,3,6,50,50130,42,42210,41,41110,1,1,1,1,1,1,7,6,서울특별시,제주,3인 이상 여행(가족 외),2023-06-23~2023-06-25,3,2,1,2
h002784,41,남,20,6,1,1,1,3,,5,,3,2,50,50110,50,50130,42,42210,3,2,4,2,2,3,4,4,경기도,제주,나홀로 여행,2023-08-14~2023-08-16,2,1,4,0
h003340,29,남,30,8,5,2,4,2,,12,12,2,3,46,46790,46,46150,46,46720,1,3,2,3,6,2,6,3,광주광역시,제주,자녀 동반 여행,2023-08-19~2023-08-21,2,7,1,3
h001799,41,여,40,7,1,1,1,2,,10,,3,3,50,50110,50,50130,42,42170,7,4,7,1,4,4,3,2,경기도,제주,3인 이상 여행(가족 외),2023-07-09~2023-07-11,3,1,2,2
h006685,50,여,30,5,1,1,1,4,,4,,2,1,50,50110,50,50130,26,26710,2,2,5,3,3,3,2,5,제주특별자치도,제주,2인 여행(가족 외),2023-09-16~2023-09-16,3,2,5,1
h003703,36,여,30,8,5,2,4,2,,5,9,2,2,50,50130,27,27230,47,47280,5,4,2,3,5,2,2,6,세종특별자치시,제주,자녀 동반 여행,2023-08-12~2023-08-15,3,1,7,7
h000294,27,여,40,6,1,1,1,2,,5,,3,4,50,50130,50,50110,11,11500,2,3,3,2,2,3,6,6,대구광역시,제주,2인 가족 여행,2023-06-02~2023-06-04,3,2,1,1
h002751,46,남,20,5,1,1,3,7,,3,7,3,1,50,50130,46,46150,26,26170,1,1,1,3,4,3,7,1,전라남도,제주,2인 여행(가족 외),2023-08-11~2023-08-14,2,1,3,1
h001919,42,여,30,6,1,2,3,2,,4,6,2,1,50,50130,11,11140,42,42150,4,4,3,5,3,3,6,3,강원도,제주,자녀 동반 여행,2023-07-06~2023-07-10,3,7,8,2
h002297,50,여,40,6,1,2,2,2,,2,4,2,1,50,50130,50,50110,11,11110,2,6,4,3,4,3,7,1,제주특별자치도,제주,2인 가족 여행,2023-07-13~2023-07-13,8,1,3,1
h002334,50,여,20,4,1,1,5,12,,2,8,3,5,11,11680,50,50110,26,26350,5,3,3,3,5,5,3,3,제주특별자치도,제주,2인 가족 여행,2023-07-23~2023-07-24,4,3,2,1
h001396,11,여,20,6,5,1,3,3,,2,6,3,2,42,42150,50,50130,41,41820,2,2,4,3,3,4,3,6,서울특별시,제주,나홀로 여행,2023-07-04~2023-07-06,1,4,7,0
h002730,30,남,30,6,2,1,4,7,,1,9,3,4,50,50110,26,26350,11,11230,6,2,3,1,4,2,6,5,대전광역시,제주,2인 여행(가족 외),2023-08-18~2023-08-21,3,7,1,1
h000825,41,여,40,6,1,2,4,2,,4,8,3,4,42,42110,50,50110,28,28710,2,6,4,5,3,4,6,4,경기도,제주,자녀 동반 여행,2023-06-27~2023-06-29,3,1,,2
h000121,11,여,40,6,4,1,3,4,,3,8,3,4,11,11110,50,50130,50,50110,4,1,6,2,2,4,5,4,서울특별시,제주,3인 이상 여행(가족 외),2023-05-19~2023-05-21,3,9,1,2
h002100,45,남,20,6,1,1,4,13,,1,4,3,3,11,11230,47,47110,46,46130,5,1,2,4,5,3,6,7,전라북도,제주,2인 여행(가족 외),2023-07-17~2023-07-20,3,2,1,1
h005912,48,남,50,7,1,2,2,3,,5,5,2,2,42,42150,50,50110,46,46910,2,3,2,3,5,4,1,7,경상남도,제주,2인 여행(가족 외),2023-09-09~2023-09-10,6,7,1,1
