TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,EDU_FNSH_SE,MARR_STTS,FAMILY_MEMB,JOB_NM,JOB_ETC,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_STATUS_YMD,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM
h006468,50,남,40,7,1,2,3,1,,8,8,2,2,50,50130,50,50110,30,30140,1,1,1,1,1,1,1,6,제주특별자치도,제주,자녀 동반 여행,2023-09-16~2023-09-16,8,7,1,2
h003272,50,여,50,7,1,1,1,2,,4,,2,1,50,50130,50,50110,42,42170,3,4,4,4,5,2,6,5,제주특별자치도,제주,나홀로 여행,2023-08-27~2023-08-27,6,1,2,0
h006175,27,여,20,7,1,1,3,2,,6,6,3,2,26,26350,26,26710,47,47110,4,5,4,1,4,4,3,5,대구광역시,제주,나홀로 여행,2023-09-06~2023-09-07,1,4,5,0
h002865,26,여,30,6,1,1,4,12,,1,11,3,1,50,50110,27,27260,11,11170,3,4,2,2,3,5,5,6,부산광역시,제주,2인 여행(가족 외),2023-09-02~2023-09-04,3,9,1,1
h004106,29,여,20,6,1,1,4,3,,3,7,3,7,50,50110,42,42210,11,11110,1,1,6,4,1,3,2,6,광주광역시,제주,나홀로 여행,2023-08-17~2023-08-21,4,1,2,0
h000092,44,여,20,6,1,1,2,13,,6,7,3,4,42,42150,42,42170,50,50130,1,2,6,3,1,2,7,1,충청남도,제주,나홀로 여행,2023-05-23~2023-05-26,1,2,4,0
h000468,41,여,30,4,1,1,1,13,,4,,3,3,50,50130,26,26350,42,42150,6,1,1,1,3,7,5,7,경기도,제주,2인 여행(가족 외),2023-06-08~2023-06-10,2,5,1,1
h005961,11,남,40,6,1,2,3,1,,7,9,2,1,41,41830,41,41290,42,42810,3,4,3,2,2,2,2,5,서울특별시,제주,자녀 동반 여행,2023-08-31~2023-09-04,3,9,1,2
h006653,50,여,30,6,1,1,1,4,,4,,1,2,50,50130,50,50110,26,26350,2,6,2,5,2,1,5,7,제주특별자치도,제주,2인 여행(가족 외),2023-09-17~2023-09-17,2,5,1,1
h000032,11,여,30,6,1,2,2,2,,7,12,2,1,42,42210,50,50110,26,26350,3,4,3,3,3,3,6,6,서울특별시,제주,2인 가족 여행,2023-05-25~2023-05-28,2,1,6,1
h002632,11,남,30,6,1,1,4,2,,4,12,3,5,50,50110,11,11110,41,41480,4,4,4,4,1,6,7,7,서울특별시,제주,3인 이상 여행(가족 외),2023-08-12~2023-08-15,1,7,4,2
h001276,41,남,30,7,5,1,4,3,,3,9,2,1,50,50130,47,47130,42,42170,4,2,2,4,5,3,4,5,경기도,제주,나홀로 여행,2023-06-19~2023-06-21,1,2,7,0
h001647,41,여,20,5,1,1,1,3,,4,,2,1,46,46780,50,50110,42,42830,1,1,1,3,4,3,5,3,경기도,제주,나홀로 여행,2023-07-05~2023-07-09,2,1,7,0
h000794,41,여,40,6,1,2,2,2,,5,10,3,6,42,42210,26,26500,50,50130,6,1,3,1,2,3,6,5,경기도,제주,2인 가족 여행,2023-07-05~2023-07-08,1,3,2,1
h002182,48,여,20,4,1,1,2,12,,1,10,3,2,42,42150,50,50110,26,26350,2,3,5,6,7,5,5,6,경상남도,제주,2인 여행(가족 외),2023-07-20~2023-07-23,2,1,4,1
h000237,11,여,40,6,1,2,2,3,,4,8,3,2,42,42150,26,26350,50,50110,4,2,3,1,4,2,4,6,서울특별시,제주,2인 가족 여행,2023-06-08~2023-06-10,1,2,7,1
h002421,44,남,30,6,2,1,1,12,,2,,3,3,50,50130,11,11440,26,26350,2,2,1,4,1,2,6,6,충청남도,제주,2인 여행(가족 외),2023-07-26~2023-07-28,9,1,2,1
h002525,11,여,40,5,1,1,2,1,,5,12,3,3,50,50130,50,50110,26,26350,5,6,6,6,6,4,7,4,서울특별시,제주,나홀로 여행,2023-08-02~2023-08-04,1,5,6,0
h001206,31,여,20,5,1,1,4,12,,1,5,2,2,50,50110,11,11440,26,26230,4,1,3,1,7,1,5,7,울산광역시,제주,2인 여행(가족 외),2023-06-21~2023-06-23,3,1,2,1
h006304,28,여,40,6,1,2,2,2,,4,10,3,2,28,28710,41,41220,42,42150,2,4,4,4,4,4,4,4,인천광역시,제주,3인 이상 여행(가족 외),2023-09-16~2023-09-17,2,3,1,3
h000533,28,남,40,6,1,1,2,3,,6,6,3,2,42,42150,11,11170,50,50130,3,3,3,3,5,5,2,2,경기도,제주,2인 여행(가족 외),2023-06-04~2023-06-07,1,3,2,1
h000478,28,여,60,4,1,4,2,3,,3,5,2,2,42,42830,41,41830,28,28720,1,4,3,6,1,2,3,5,인천광역시,제주,나홀로 여행,2023-06-06~2023-06-08,1,7,2,0
h001965,30,남,30,4,1,1,3,13,,1,4,3,5,46,46130,26,26350,50,50130,2,3,2,4,3,5,5,6,대전광역시,제주,나홀로 여행,2023-07-04~2023-07-06,4,6,1,0
h004330,31,여,30,6,1,2,4,4,,3,6,2,1,47,47130,31,31200,26,26710,3,2,6,2,7,7,1,7,울산광역시,제주,자녀 동반 여행,2023-08-22~2023-08-26,3,7,8,3
h004325,29,여,50,6,1,4,2,3,,2,3,3,1,50,50110,11,11710,11,11560,5,3,2,4,5,5,5,6,광주광역시,제주,2인 가족 여행,2023-08-30~2023-09-01,1,2,4,1
h004045,28,남,20,5,2,1,3,12,,2,9,2,2,26,26200,50,50110,30,30170,2,2,1,6,7,2,3,5,인천광역시,제주,2인 여행(가족 외),2023-08-16~2023-08-17,3,1,4,1
h001084,41,여,20,6,2,1,3,4,,2,6,3,3,50,50110,26,26350,27,27260,2,2,2,6,7,6,6,7,경기도,제주,2인 여행(가족 외),2023-06-17~2023-06-21,7,3,5,1
h001316,50,남,30,6,1,1,1,3,,4,,2,1,50,50130,11,11110,26,26350,4,2,1,4,6,1,1,6,제주특별자치도,제주,2인 여행(가족 외),2023-06-30~2023-07-02,5,2,6,1
h000624,41,여,30,6,1,2,4,11,,1,5,3,6,42,42830,50,50130,28,28720,1,1,1,5,5,1,7,5,경기도,제주,3대 동반 여행(친척 포함),2023-06-12~2023-06-15,3,1,,2
h001457,41,남,20,4,1,1,4,2,,4,8,3,2,11,11500,28,28237,50,50110,3,4,3,3,3,3,3,5,경기도,제주,나홀로 여행,2023-07-01~2023-07-08,2,7,1,0
h004143,41,남,30,6,1,1,3,2,,4,5,2,1,42,42130,41,41820,41,41800,2,3,2,2,2,2,2,6,경기도,제주,2인 여행(가족 외),2023-08-17~2023-08-20,2,3,5,1
h001340,41,여,20,4,1,1,3,7,,5,12,3,5,50,50110,26,26350,42,42150,3,4,3,5,3,6,1,3,경기도,제주,2인 여행(가족 외),2023-06-25~2023-06-27,6,3,1,1
h003327,41,여,20,6,2,1,4,12,,2,7,3,6,42,42150,46,46130,26,26350,5,2,2,2,6,5,6,6,경기도,제주,2인 여행(가족 외),2023-08-21~2023-08-24,3,2,7,1
h004324,41,남,30,6,1,2,5,11,,1,4,3,4,50,50130,42,42210,41,41450,2,2,2,3,3,2,2,5,경기도,제주,자녀 동반 여행,2023-08-28~2023-08-29,3,7,9,2
h002927,43,남,30,4,1,1,2,5,,6,6,2,1,50,50110,50,50130,43,43130,4,4,4,4,4,4,4,4,충청북도,제주,2인 여행(가족 외),2023-08-07~2023-08-10,2,6,7,1
h005110,44,여,20,6,1,1,1,3,,3,,3,3,50,50130,26,26350,50,50110,3,2,2,4,4,6,4,7,충청남도,제주,나홀로 여행,2023-09-02~2023-09-05,2,7,4,0
h002611,11,여,30,6,1,1,1,3,,4,,3,2,50,50110,42,42210,45,45110,6,2,1,1,1,4,7,2,서울특별시,제주,3인 이상 여행(가족 외),2023-08-12~2023-08-15,3,1,2,2
h002905,29,남,30,4,1,1,1,13,,2,,3,4,42,42150,50,50110,48,48840,2,2,2,2,2,2,2,6,광주광역시,제주,3인 이상 여행(가족 외),2023-08-11~2023-08-13,2,3,1,3
h000768,30,여,50,6,1,2,3,3,,6,9,3,6,50,50110,43,43760,44,44710,2,2,3,6,3,3,2,2,대전광역시,제주,자녀 동반 여행,2023-06-20~2023-06-27,1,2,8,2
h004399,50,남,40,6,1,2,2,2,,6,6,2,1,50,50110,50,50130,42,42210,1,3,2,3,2,2,1,3,제주특별자치도,제주,2인 가족 여행,2023-08-21~2023-08-21,7,2,6,1
h003980,11,여,50,6,5,1,3,2,,7,9,2,2,42,42150,50,50130,46,46110,3,1,1,2,2,2,3,1,서울특별시,제주,2인 여행(가족 외),2023-08-18~2023-08-20,2,1,7,1
h000490,41,남,30,7,5,2,5,2,,7,7,3,10,50,50130,42,42760,45,45110,1,1,1,1,7,1,1,4,경기도,제주,나홀로 여행,2023-06-04~2023-06-05,4,10,7,0
h000531,41,여,30,6,1,1,5,2,,5,5,2,2,42,42170,42,42230,50,50130,3,1,1,2,1,6,1,7,경기도,제주,2인 여행(가족 외),2023-06-01~2023-06-04,2,5,1,1
h006629,50,여,30,4,1,2,3,1,,4,7,2,1,50,50130,26,26350,42,42150,2,1,4,4,1,7,1,6,제주특별자치도,제주,자녀 동반 여행,2023-09-15~2023-09-16,9,5,6,2
h000536,41,여,20,6,1,1,5,1,,7,10,3,2,50,50110,26,26350,29,29200,2,2,3,1,1,4,4,3,경기도,제주,2인 여행(가족 외),2023-06-07~2023-06-10,3,9,5,1
h000480,11,남,30,6,1,1,2,3,,5,10,2,1,42,42110,42,42150,42,42210,2,2,1,2,6,4,6,2,서울특별시,제주,부모 동반 여행,2023-06-03~2023-06-06,2,3,1,3
h001557,26,여,20,6,1,1,3,4,,4,6,2,1,47,47130,50,50110,48,48310,2,1,1,1,4,3,7,5,부산광역시,제주,2인 여행(가족 외),2023-06-30~2023-07-02,3,2,1,1
h000111,27,여,30,6,1,2,3,3,,4,7,3,6,11,11110,50,50130,50,50110,4,1,4,1,1,4,1,4,대구광역시,제주,3인 이상 여행(가족 외),2023-05-23~2023-05-27,2,3,1,3
h004523,11,남,20,5,1,1,2,3,,4,4,3,10,41,41820,42,42110,28,28260,4,1,1,4,3,5,2,5,서울특별시,제주,2인 여행(가족 외),2023-08-20~2023-08-23,2,1,,1
h001466,41,여,50,6,1,2,2,4,,2,9,2,1,50,50130,42,42210,42,42230,1,1,1,1,4,7,7,7,경기도,제주,3인 이상 여행(가족 외),2023-07-08~2023-07-10,6,7,9,3
h001103,43,남,20,6,2,1,4,12,,3,10,3,4,50,50110,11,11680,26,26350,6,2,6,3,2,6,4,5,충청북도,제주,3인 이상 여행(가족 외),2023-06-21~2023-06-24,1,3,7,2
h005312,11,여,20,6,2,1,5,12,,2,7,2,2,42,42210,42,42150,11,11215,4,2,3,3,5,3,7,3,서울특별시,제주,3인 이상 여행(가족 외),2023-08-24~2023-08-27,2,3,1,2
h000683,50,여,40,5,1,2,3,4,,4,6,3,2,11,11110,26,26350,50,50130,1,1,1,1,7,1,1,1,서울특별시,제주,2인 여행(가족 외),2023-07-08~2023-07-09,3,7,1,1
h000464,41,여,50,6,1,2,4,4,,4,10,3,4,50,50130,26,26350,42,42150,2,2,6,4,2,6,6,5,경기도,제주,자녀 동반 여행,2023-06-06~2023-06-10,2,3,1,3
h006540,50,남,40,6,4,1,1,2,,4,,3,1,50,50130,50,50110,26,26530,4,4,7,5,7,6,4,1,제주특별자치도,제주,나홀로 여행,2023-09-15~2023-09-15,2,5,1,0
h000585,11,남,30,6,1,2,3,3,,3,7,3,8,41,41280,42,42820,50,50130,1,4,6,1,4,5,2,6,서울특별시,제주,자녀 동반 여행,2023-06-14~2023-06-17,3,7,1,2
h000200,11,여,40,6,1,2,2,3,,6,12,1,3,50,50130,30,30170,26,26350,2,1,3,5,3,2,6,7,서울특별시,제주,2인 가족 여행,2023-05-28~2023-05-30,2,1,5,1
h001073,11,남,20,4,1,1,3,12,,4,12,2,1,50,50130,47,47130,42,42150,5,2,2,3,2,3,7,4,서울특별시,제주,2인 여행(가족 외),2023-06-12~2023-06-15,3,1,2,1
h003540,28,남,20,6,1,1,5,2,,1,10,3,5,50,50110,50,50130,42,42720,1,1,3,4,2,4,6,6,인천광역시,제주,3인 이상 여행(가족 외),2023-08-21~2023-08-24,2,3,1,3
h000351,50,여,30,6,1,1,1,3,,4,,2,1,26,26110,27,27140,11,11680,2,2,1,3,3,2,6,6,제주특별자치도,제주,2인 여행(가족 외),2023-05-28~2023-05-29,3,2,1,1
h004207,11,남,20,6,2,1,3,12,,2,6,3,3,50,50130,47,47110,42,42150,2,1,2,4,2,2,3,5,서울특별시,제주,나홀로 여행,2023-08-29~2023-09-01,2,7,1,0
h005494,43,여,20,4,1,1,4,12,,1,11,2,2,11,11500,47,47130,26,26320,6,1,2,2,6,6,6,6,충청북도,제주,3대 동반 여행(친척 포함),2023-08-30~2023-09-01,1,5,3,2
h003406,41,여,20,6,1,1,4,3,,4,12,3,6,42,42150,26,26710,50,50130,4,2,2,2,4,3,5,4,경기도,제주,2인 가족 여행,2023-08-13~2023-08-15,3,1,2,1
h006608,50,남,20,6,1,1,1,3,,4,,2,2,50,50130,50,50110,11,11440,4,4,4,4,2,4,2,7,제주특별자치도,제주,나홀로 여행,2023-09-17~2023-09-17,1,,,0
h001502,44,여,20,4,1,1,4,3,,4,6,2,1,48,48850,47,47110,45,45800,1,1,3,4,2,4,2,6,충청남도,제주,2인 여행(가족 외),2023-07-03~2023-07-05,9,1,5,1
h001120,50,여,50,6,1,2,4,2,,9,12,3,2,11,11680,50,50130,26,26710,5,1,1,1,4,1,2,6,제주특별자치도,제주,3인 이상 여행(가족 외),2023-06-17~2023-06-17,7,1,3,3
h001526,41,남,30,6,1,1,4,3,,4,10,3,5,42,42210,28,28710,50,50130,3,3,2,3,5,5,6,3,서울특별시,제주,3인 이상 여행(가족 외),2023-07-04~2023-07-06,1,3,2,2
h006534,50,여,50,7,1,2,2,2,,7,7,3,1,11,11140,27,27710,26,26350,6,1,1,1,1,4,1,1,제주특별자치도,제주,2인 가족 여행,2023-09-17~2023-09-17,3,2,1,1
h002815,41,남,20,4,1,1,4,12,,1,12,2,1,50,50130,50,50110,26,26710,3,2,2,5,3,6,3,6,경기도,제주,2인 가족 여행,2023-08-29~2023-08-31,2,7,4,1
h003204,11,남,30,6,1,1,1,2,,4,,4,1,50,50130,26,26350,47,47130,4,4,3,2,5,5,3,4,서울특별시,제주,2인 여행(가족 외),2023-08-25~2023-08-27,1,2,6,1
h002656,41,여,30,4,1,1,3,3,,4,12,3,1,42,42150,46,46130,26,26350,3,1,2,1,7,7,1,7,경기도,제주,3인 이상 여행(가족 외),2023-08-25~2023-08-27,3,5,10,2
h001421,11,여,30,6,1,1,1,3,,3,,3,2,50,50130,26,26350,11,11110,4,2,3,2,2,3,6,2,서울특별시,제주,2인 여행(가족 외),2023-07-05~2023-07-09,1,3,2,1
h000806,11,여,30,5,1,2,3,11,,1,4,2,1,41,41650,42,42210,50,50130,1,1,1,4,5,2,7,7,서울특별시,제주,자녀 동반 여행,2023-06-13~2023-06-17,3,8,2,2
h000817,30,남,50,5,1,4,4,3,,7,7,2,1,44,44825,45,45800,50,50130,3,2,6,4,2,4,2,4,대전광역시,제주,부모 동반 여행,2023-06-29~2023-07-02,1,2,3,3
h006874,50,여,50,6,1,1,3,3,,3,10,2,1,50,50130,42,42830,26,26350,4,1,2,3,6,2,6,6,제주특별자치도,제주,나홀로 여행,2023-09-22~2023-09-22,7,1,6,0
h000496,11,여,30,6,1,1,1,2,,4,,3,4,50,50130,26,26350,11,11110,1,1,1,4,2,1,5,4,서울특별시,제주,3인 이상 여행(가족 외),2023-05-31~2023-06-06,3,7,4,2
h000555,41,남,30,7,1,1,1,2,,5,,3,6,50,50110,50,50130,26,26350,4,2,5,2,3,3,3,6,경기도,제주,나홀로 여행,2023-06-03~2023-06-06,4,2,5,0
h001464,11,여,30,5,1,1,1,2,,3,,3,5,42,42210,50,50130,48,48840,2,2,1,3,4,4,3,4,서울특별시,제주,2인 여행(가족 외),2023-06-27~2023-06-29,2,6,1,1
h001223,50,남,50,6,1,1,2,4,,10,12,2,2,50,50130,50,50110,11,11500,1,1,1,4,1,1,7,4,제주특별자치도,제주,2인 여행(가족 외),2023-06-17~2023-06-19,3,2,6,1
h005495,50,남,20,4,1,1,1,12,,1,,3,1,11,11230,42,42210,26,26350,2,6,5,6,4,5,2,6,제주특별자치도,제주,2인 여행(가족 외),2023-08-27~2023-08-27,1,3,9,1
h000912,11,여,30,6,1,1,4,3,,5,7,3,4,42,42150,26,26710,50,50130,2,2,1,3,3,3,5,3,서울특별시,제주,나홀로 여행,2023-06-10~2023-06-12,7,2,1,0
h000574,11,남,40,5,1,2,2,11,,3,5,3,1,50,50130,26,26350,11,11440,1,7,1,5,6,1,6,7,서울특별시,제주,3인 이상 여행(가족 외),2023-06-03~2023-06-05,5,6,8,3
h005641,45,여,20,6,1,1,3,2,,2,4,3,10,50,50110,26,26350,11,11680,4,3,2,4,3,5,4,5,전라북도,제주,2인 여행(가족 외),2023-08-29~2023-08-31,2,3,1,1
h006495,50,여,30,5,1,2,2,2,,5,7,3,3,11,11305,26,26440,46,46710,2,1,3,5,3,4,5,7,제주특별자치도,제주,나홀로 여행,2023-09-17~2023-09-17,1,2,4,0
h000217,50,남,40,7,1,2,5,2,,2,6,2,3,50,50130,31,31140,43,43110,2,4,3,2,4,3,2,7,제주특별자치도,제주,나홀로 여행,2023-06-05~2023-06-05,2,4,5,0
h000091,11,여,30,6,4,1,3,4,,4,6,3,2,26,26500,11,11710,44,44810,4,4,2,2,6,1,7,7,서울특별시,제주,2인 가족 여행,2023-05-29~2023-05-31,9,2,1,1
h004101,11,남,50,6,1,1,1,2,,1,,3,1,41,41650,26,26290,45,45110,1,4,1,1,1,4,3,1,서울특별시,제주,2인 여행(가족 외),2023-08-27~2023-08-31,6,1,2,1
h003849,28,남,30,4,1,1,1,12,,1,,2,1,50,50130,42,42170,42,42830,2,1,1,5,6,1,5,5,인천광역시,제주,2인 여행(가족 외),2023-08-22~2023-08-27,3,6,2,1
h006592,50,여,30,6,1,2,3,3,,4,6,1,2,50,50130,50,50110,28,28237,1,7,4,1,4,3,7,7,제주특별자치도,제주,자녀 동반 여행,2023-09-23~2023-09-23,3,1,7,1
h000701,29,여,30,5,1,1,4,12,,2,6,2,2,50,50130,46,46710,46,46130,1,1,2,6,2,1,4,7,광주광역시,제주,2인 여행(가족 외),2023-06-20~2023-06-22,2,1,3,1
h005865,41,여,20,6,1,1,3,2,,4,7,3,4,26,26710,50,50110,47,47130,1,3,1,4,7,5,6,7,경기도,제주,2인 가족 여행,2023-08-31~2023-09-02,2,5,3,1
h001671,50,남,30,6,1,1,3,2,,3,11,3,4,50,50130,26,26350,42,42210,5,4,4,4,4,4,4,5,제주특별자치도,제주,2인 여행(가족 외),2023-07-04~2023-07-04,3,,,1
h004234,41,여,40,7,4,2,4,2,,6,12,2,1,50,50130,42,42820,50,50110,4,2,2,2,4,5,2,6,경기도,제주,자녀 동반 여행,2023-08-19~2023-08-22,1,2,3,2
h001258,41,여,30,4,1,1,4,12,,1,9,3,1,50,50130,30,30200,41,41130,3,2,2,2,5,3,5,6,경기도,제주,3인 이상 여행(가족 외),2023-06-17~2023-06-20,3,7,1,7
h003827,41,여,20,4,1,1,3,12,,4,8,3,3,50,50130,11,11110,50,50110,2,1,1,2,6,5,3,7,경기도,제주,2인 가족 여행,2023-08-29~2023-08-31,3,1,5,1
h000280,30,여,30,4,1,5,2,3,,3,5,4,1,50,50130,47,47130,42,42230,1,2,3,4,2,5,4,6,대전광역시,제주,2인 여행(가족 외),2023-06-08~2023-06-10,2,3,9,1
h002007,11,남,20,5,1,1,4,2,,3,5,2,1,42,42150,26,26710,50,50130,4,4,4,4,4,4,4,4,서울특별시,제주,나홀로 여행,2023-07-04~2023-07-06,4,7,8,0
h006679,50,남,30,7,1,2,2,7,,5,9,3,4,11,11110,26,26350,46,46130,4,2,4,5,5,5,5,2,제주특별자치도,제주,나홀로 여행,2023-09-16~2023-09-16,2,1,4,0
h003895,41,여,20,6,1,1,3,12,,2,9,2,1,42,42150,50,50130,46,46130,1,1,3,5,5,5,5,3,경기도,제주,나홀로 여행,2023-09-04~2023-09-08,1,2,7,0
h000826,11,여,30,5,2,1,4,12,,2,5,3,2,50,50130,50,50110,26,26350,4,3,4,2,3,4,6,4,서울특별시,제주,2인 여행(가족 외),2023-06-25~2023-06-29,2,3,1,1
h000713,41,남,30,7,1,2,3,4,,4,4,2,1,28,28185,29,29200,48,48730,1,1,1,1,1,7,1,7,경기도,제주,자녀 동반 여행,2023-06-13~2023-06-15,3,8,2,2
h003876,41,여,60,4,1,4,2,9,,4,4,4,4,50,50130,50,50110,44,44150,1,1,4,4,3,3,3,3,경기도,제주,2인 가족 여행,2023-08-17~2023-08-21,1,2,7,1
h000495,11,남,50,6,1,2,4,1,,12,12,3,4,50,50130,42,42210,48,48840,5,3,6,3,5,5,6,2,서울특별시,제주,나홀로 여행,2023-06-08~2023-06-11,2,,,0
h000858,36,남,40,6,1,1,4,4,,5,9,2,3,30,30200,11,11680,50,50130,3,2,2,4,3,5,6,6,세종특별자치시,제주,2인 여행(가족 외),2023-06-23~2023-06-25,1,7,3,1
h002198,41,여,50,6,1,2,4,3,,2,7,3,4,50,50130,26,26350,42,42150,4,1,7,1,2,6,1,4,서울특별시,제주,2인 여행(가족 외),2023-07-13~2023-07-14,1,2,6,1
h002349,50,여,40,5,1,1,1,2,,5,,2,2,50,50130,41,41280,26,26350,3,2,2,3,1,3,2,6,제주특별자치도,제주,나홀로 여행,2023-08-04~2023-08-05,2,4,1,0
h002976,41,여,30,6,1,1,1,13,,3,,1,3,48,48220,50,50130,46,46130,1,2,2,4,3,2,2,5,경기도,제주,2인 여행(가족 외),2023-08-25~2023-08-27,7,1,6,1
h006567,50,남,30,6,1,1,3,3,,4,10,3,3,48,48310,26,26500,42,42210,1,1,1,3,4,3,5,7,제주특별자치도,제주,2인 여행(가족 외),2023-09-17~2023-09-17,7,2,1,1
h001788,50,남,50,7,1,2,3,2,,3,4,3,1,50,50130,50,50110,26,26200,4,4,4,2,4,4,2,3,제주특별자치도,제주,자녀 동반 여행,2023-07-08~2023-07-09,3,9,2,2
h004219,27,남,20,6,5,1,3,12,,3,3,2,1,50,50110,11,11140,47,47110,6,1,2,4,2,2,6,3,대구광역시,제주,2인 여행(가족 외),2023-08-21~2023-08-22,3,5,1,1
h006455,50,남,30,7,1,1,1,12,,2,,3,5,50,50110,50,50130,47,47130,2,6,2,3,4,5,6,6,제주특별자치도,제주,2인 여행(가족 외),2023-09-22~2023-09-22,1,2,7,1
h000250,29,남,20,6,1,1,1,3,,4,,3,4,11,11710,26,26500,46,46150,6,3,4,5,5,6,6,6,광주광역시,제주,2인 여행(가족 외),2023-05-30~2023-06-01,3,2,1,1
h005252,11,여,20,4,1,1,4,3,,4,12,2,2,50,50130,42,42150,26,26350,3,1,2,2,4,2,3,7,서울특별시,제주,2인 여행(가족 외),2023-08-27~2023-08-30,2,1,5,1
h000742,26,여,40,6,1,2,5,3,,5,5,2,1,47,47130,48,48310,48,48270,1,1,1,4,4,6,7,2,부산광역시,제주,자녀 동반 여행,2023-06-07~2023-06-12,1,2,3,4
h002338,30,여,30,6,1,1,2,2,,4,4,2,3,11,11680,11,11170,50,50130,4,4,4,4,3,4,4,3,대전광역시,제주,2인 여행(가족 외),2023-07-16~2023-07-18,3,1,2,1
h005428,11,여,20,6,3,1,3,12,,3,12,3,1,50,50130,42,42720,41,41590,3,3,3,3,3,3,3,5,서울특별시,제주,2인 여행(가족 외),2023-08-26~2023-08-28,3,1,7,1
h000329,42,남,30,6,1,1,1,3,,5,,2,2,11,11440,50,50110,27,27230,6,2,1,1,3,5,6,4,강원도,제주,3인 이상 여행(가족 외),2023-05-30~2023-06-02,7,1,3,2
h000656,44,여,30,6,1,1,3,2,,4,8,2,2,30,30200,45,45130,44,44800,2,4,4,2,2,4,5,5,충청남도,제주,2인 여행(가족 외),2023-06-11~2023-06-13,1,3,2,1
h004385,46,여,20,6,1,1,5,3,,4,12,2,1,50,50130,46,46820,29,29110,2,2,2,4,3,2,2,6,전라남도,제주,2인 여행(가족 외),2023-08-19~2023-08-21,2,7,1,1
h005464,46,남,30,6,1,1,2,13,,1,3,3,2,46,46130,47,47130,50,50110,4,4,2,4,3,6,6,4,전라남도,제주,2인 가족 여행,2023-08-27~2023-08-31,2,3,1,1
h001215,48,여,30,6,1,1,3,2,,2,4,2,2,50,50110,11,11440,47,47130,2,2,4,5,3,5,6,7,경상남도,제주,2인 여행(가족 외),2023-06-17~2023-06-20,3,1,5,1
h002964,11,남,20,6,1,1,1,3,,5,,3,4,29,29140,26,26170,42,42210,1,1,1,7,1,1,7,1,서울특별시,제주,2인 여행(가족 외),2023-08-31~2023-09-03,5,3,1,1
g005682,47,남,20,4,1,1,1,8,,6,,3,3,50,50130,26,26350,27,27110,5,3,3,4,6,5,2,5,경상북도,제주,나홀로 여행,2023-08-28~2023-08-30,4,2,1,0
h002138,50,남,30,6,1,2,2,4,,5,5,1,1,50,50110,26,26350,11,11410,2,2,1,4,5,4,5,7,제주특별자치도,제주,2인 가족 여행,2023-07-25~2023-07-27,3,1,5,1
h001283,11,여,50,7,1,1,2,13,,6,6,3,3,50,50130,50,50110,41,41250,2,4,4,5,3,5,7,1,서울특별시,제주,2인 가족 여행,2023-06-22~2023-06-25,1,3,2,1
h000105,41,여,20,6,1,1,4,2,,4,10,3,5,50,50110,42,42150,42,42170,1,1,2,2,4,3,2,7,경기도,제주,나홀로 여행,2023-05-25~2023-05-27,1,4,7,0
h001610,46,여,40,6,1,1,1,13,,4,,3,5,46,46130,50,50130,42,42150,1,1,1,4,1,5,2,7,전라북도,제주,2인 여행(가족 외),2023-06-24~2023-06-26,7,2,3,1
h000871,28,남,40,5,1,2,3,3,,3,4,3,4,42,42230,50,50130,45,45790,4,4,4,4,4,4,4,4,인천광역시,제주,자녀 동반 여행,2023-06-27~2023-06-30,8,7,2,2
h002285,29,남,40,5,1,2,6,2,,4,9,2,2,11,11230,42,42130,41,41220,2,6,2,2,6,2,6,3,광주광역시,제주,자녀 동반 여행,2023-07-13~2023-07-17,3,1,7,3
h001136,29,여,40,6,1,2,3,3,,2,3,3,3,50,50130,11,11170,46,46710,6,4,6,4,5,6,2,4,광주광역시,제주,자녀 동반 여행,2023-06-15~2023-06-18,9,3,1,2
h004446,29,여,20,6,1,1,1,3,,4,,3,7,50,50130,50,50110,42,42170,2,2,1,4,2,6,2,7,광주광역시,제주,부모 동반 여행,2023-08-20~2023-08-22,2,1,7,2
h000758,11,남,50,7,1,2,4,13,,8,11,3,4,50,50110,42,42210,26,26110,6,2,6,2,6,6,1,2,서울특별시,제주,자녀 동반 여행,2023-07-07~2023-07-09,3,,,1
h001211,11,여,40,6,1,1,4,2,,4,10,2,1,42,42150,50,50130,26,26350,6,1,1,3,4,5,2,7,서울특별시,제주,2인 여행(가족 외),2023-06-24~2023-06-26,2,1,3,1
