TRAVEL_ID,MVMN_SE,PAYMENT_SE,PAYMENT_SEQ,MVMN_SE_NM,RSVT_YN,PAYMENT_NUM,BRNO,STORE_NM,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
h_h000653,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,91400,
h_h000653,4,교통비,0,택시,N,2,,,,,17200,
h_h000653,50,교통비,0,버스 + 지하철,N,2,,,,,13500,
h_h000653,9,교통비,0,항공기,N,2,,,,,272600,
h_h000656,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30600,
h_h000656,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,85000,
h_h000656,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,30000,
h_h000656,4,교통비,0,택시,N,2,,,,,14400,
h_h000656,9,교통비,0,항공기,N,2,,,,,260000,
h_h000660,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,139400,
h_h000660,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,66900,
h_h000660,4,교통비,0,택시,N,3,,,,,4200,
h_h000660,5,교통비,0,지하철,N,3,,,,,6600,
h_h000660,9,교통비,0,항공기,N,3,,,,,120800,
h_h000665,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,42000,
h_h000665,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,24200,
h_h000665,10,교통비,0,배/선박,N,4,,,,,868000,
h_h000665,10,교통비,1,배/선박,N,4,1328801755,울릉크루즈주식회사,2023-06-21 23:50,1,80400,승선권
h_h000665,10,교통비,3,배/선박,Y,4,6228101389,(주)대저건설,2023-03-23 00:00,1,76600,승선권
h_h000665,13,교통비,0,시내/마을버스,N,4,,,,,50000,
h_h000665,16,교통비,0,기타,N,4,,,,,1450,
h_h000665,4,교통비,0,택시,N,4,,,,,6500,
h_h000667,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,62400,
h_h000667,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,30000,
h_h000667,9,교통비,1,항공기,Y,2,6058184518,에어부산(주),2023-05-31 00:00,1,77680,비행기표 
h_h000667,9,교통비,2,항공기,Y,2,1018194800,㈜티웨이항공,2023-05-31 00:00,1,139600,비행기표
h_h000669,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,80000,
h_h000669,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
h_h000669,10,교통비,0,배/선박,N,2,,,,,70000,
h_h000673,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
h_h000673,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,3,,마이리얼트립,2023-05-22 11:44,1,376800,렌트비
h_h000673,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,165000,
h_h000673,2,주유비,2,렌터카(승용/승합/버스 등등),N,3,,삼남석유(주)용담주유소,2023-06-13 12:56,1,15000,주유비
h_h000673,2,주유비,3,렌터카(승용/승합/버스 등등),N,3,,삼다주유소,2023-06-09 17:32,1,150000,주유비
h_h000673,9,교통비,1,항공기,Y,3,1218189086,㈜진에어,2023-05-09 00:00,1,97200,비행기표
h_h000673,9,교통비,2,항공기,N,3,1018194800,티웨이항공,,1,86100,비행기표
h_h000674,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
h_h000674,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
h_h000674,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,97500,
h_h000674,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,5000,
h_h000674,9,교통비,0,항공기,N,2,,,,,300000,
h_h000676,4,교통비,0,택시,N,2,,,,,55680,
h_h000676,50,교통비,0,버스 + 지하철,N,2,,,,,20920,
h_h000676,9,교통비,0,항공기,N,2,,,,,232200,
h_h000677,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,2,7458800931,하이렌터카,2023-06-16 13:00,1,29900,렌트비
h_h000677,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h000677,50,교통비,0,버스 + 지하철,N,2,,,,,10000,
h_h000677,9,교통비,2,항공기,N,2,8258100091,에어서울(주),2023-06-18 10:30,1,94800,비행기표
h_h000677,9,교통비,3,항공기,Y,2,8258100091,에어서울 주식회사,2023-06-15 00:00,1,119900,비행기표
h_h000678,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,54810,
h_h000678,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,31000,
h_h000678,5,교통비,0,지하철,N,3,,,,,8700,
h_h000678,9,교통비,0,항공기,N,3,,,,,233000,
h_h000683,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
h_h000689,9,교통비,1,항공기,Y,4,8258100091,에어서울,2023-06-03 00:00,1,483600,비행기표
h_h000689,9,교통비,2,항공기,N,4,,트립닷컴,2023-06-19 19:55,1,247500,비행기표
h_h000689,9,교통비,3,항공기,N,4,,트립닷컴,2023-06-19 00:00,1,72500,비행기표
h_h000690,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,1138132864,에스케이렌터카 주식회사,2023-06-05 22:13,1,56800,렌트비
h_h000690,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,18700,
h_h000690,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,3500,
h_h000690,9,교통비,1,항공기,Y,2,1018194800,(주)티웨이항공,2023-06-05 22:10,1,81600,비행기표
h_h000690,9,교통비,2,항공기,N,2,1218189086,㈜진에어 ,2023-06-20 15:45,1,55400,비행기표
h_h000691,13,교통비,0,시내/마을버스,N,1,,,,,2700,
h_h000691,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,1,1058776000,주식회사캐플릭스,2023-06-03 07:39,1,36900,
h_h000691,2,주유비,0,렌터카(승용/승합/버스 등등),N,1,,,,,20000,
h_h000691,2,주차비,0,렌터카(승용/승합/버스 등등),N,1,,,,,2500,
h_h000691,4,교통비,0,택시,N,1,,,,,3500,
h_h000691,9,교통비,0,항공기,N,1,,,,,19800,
h_h000693,4,교통비,0,택시,N,1,,,,,3800,
h_h000693,9,교통비,0,항공기,N,1,,,,,108910,
h_h000695,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,40000,
h_h000695,9,교통비,1,항공기,N,4,1048117480,아시아나항공(주),2023-06-12 00:00,1,88780,비행기표
h_h000695,9,교통비,2,항공기,N,4,1218189086,(주)진에어,2023-06-10 00:00,1,101160,비행기표 
h_h000701,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,192500,
h_h000701,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,130000,
h_h000701,4,교통비,0,택시,N,2,,,,,7000,
h_h000701,9,교통비,0,항공기,N,2,,,,,70000,
h_h000703,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,116310,
h_h000703,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,7200,
h_h000703,5,교통비,0,지하철,N,2,,,,,2900,
h_h000703,9,교통비,0,항공기,N,2,,,,,161700,
h_h000705,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,19980,
h_h000705,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,4000,
h_h000705,5,교통비,0,지하철,N,2,,,,,5600,
h_h000705,9,교통비,0,항공기,N,2,,,,,150000,
h_h000707,10,교통비,0,배/선박,N,2,,,,,58000,
h_h000707,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,1768700405,(주)마탐,2023-05-03 12:16,1,301900,
h_h000707,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,87868,
h_h000707,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,10500,
h_h000707,4,교통비,0,택시,N,2,,,,,28800,
h_h000707,9,교통비,0,항공기,N,2,,,,,387600,
h_h000713,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
h_h000713,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,22000,
h_h000713,9,교통비,0,항공기,N,3,,,,,400220,
h_h000714,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,36400,
h_h000714,4,교통비,1,택시,N,4,5543500663,개인택시,2023-06-10 07:25,1,20000,택시비
h_h000714,4,교통비,2,택시,N,4,5183500901,,2023-06-10 12:21,1,32010,택시비
h_h000716,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,20000,
h_h000716,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,5,,,,,129600,
h_h000716,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,5,6168204092,제주특별자치도관광협회,2023-04-25 22:15,1,129600,렌트비
h_h000716,2,주유비,0,렌터카(승용/승합/버스 등등),N,5,,,,,54000,
h_h000716,9,교통비,0,항공기,N,5,,,,,424390,
h_h000717,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
h_h000719,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,183500,
h_h000719,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,53000,
h_h000719,4,교통비,0,택시,N,2,,,,,55500,
h_h000719,9,교통비,0,항공기,N,2,,,,,68800,
h_h000722,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
h_h000723,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,32400,
h_h000723,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,20000,
h_h000723,4,교통비,0,택시,N,2,,,,,10800,
h_h000723,9,교통비,0,항공기,N,2,,,,,342380,
h_h000724,12,교통비,0,시외/고속버스,N,1,,,,,43400,
h_h000724,9,교통비,0,항공기,N,1,,,,,166520,
h_h000725,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,2148779183,롯데렌탈(주),2023-06-26 00:00,1,17600,렌트비
h_h000725,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,14202,
h_h000725,2,주유비,3,렌터카(승용/승합/버스 등등),N,2,6162718020,태진주유소,2023-07-04 18:58,1,14202,주유비
h_h000725,4,교통비,1,택시,N,2,6168103572,(주)신흥운수,2023-07-03 23:29,1,5100,택시비
h_h000725,4,교통비,2,택시,N,2,2237300397,개인택시,2023-07-04 20:13,1,4600,택시비 
h_h000725,4,교통비,3,택시,N,2,6168102398,주영택시(주),2023-07-04 21:16,1,4900,택시비
h_h000725,5,교통비,0,지하철,N,2,,,,,5000,
h_h000725,9,교통비,1,항공기,Y,2,6058184518,에어부산(주),2023-06-07 16:20,1,52640,비행기표 
h_h000725,9,교통비,2,항공기,Y,2,6058184518,에어부산(주),2023-06-07 16:20,1,55400,비행기표 
h_h000734,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,63200,
h_h000734,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,50000,
h_h000734,9,교통비,0,항공기,N,2,,,,,302720,
h_h000739,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,43300,
h_h000739,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,50952,
h_h000739,4,교통비,0,택시,N,3,,,,,25000,
h_h000739,9,교통비,0,항공기,N,3,,,,,534400,
h_h000740,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,8900,
h_h000740,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,196570,
h_h000740,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,64477,
h_h000740,2,주차비,0,렌터카(승용/승합/버스 등등),N,4,,,,,1800,
h_h000740,9,교통비,0,항공기,N,4,,,,,271600,
h_h000742,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,5,,,,,156800,
h_h000742,2,주차비,0,렌터카(승용/승합/버스 등등),N,5,,,,,1000,
h_h000742,4,교통비,0,택시,N,5,,,,,27400,
h_h000742,9,교통비,0,항공기,N,5,,,,,365200,
h_h000745,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,66000,
h_h000745,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,5,,,,,70000,
h_h000745,9,교통비,0,항공기,,5,,,,,1064000,
h_h000753,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,5,,,,,158420,
h_h000753,2,주유비,0,렌터카(승용/승합/버스 등등),N,5,,,,,85000,
h_h000753,2,주차비,0,렌터카(승용/승합/버스 등등),N,5,,,,,6000,
h_h000753,4,교통비,0,택시,N,5,,,,,34800,
h_h000753,9,교통비,0,항공기,N,5,,,,,929000,
h_h000756,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
h_h000756,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,25000,
h_h000756,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,4,6168156860,제주현대렌트카,2023-06-14 09:52,1,146680,렌트비
h_h000756,9,교통비,0,항공기,N,4,,,,,606100,
h_h000758,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
h_h000758,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,2,,,2023-07-07 20:30,1,105000,렌트비 
h_h000758,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,5999,
h_h000758,9,교통비,0,항공기,N,2,,,,,107200,
h_h000759,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,95525,
h_h000759,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,33000,
h_h000759,5,교통비,0,지하철,N,2,,,,,4000,
h_h000759,9,교통비,0,항공기,N,2,,,,,315375,
h_h000760,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,32000,
h_h000760,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,10000,
h_h000760,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,3,5668801036,찜카,2023-06-14 09:00,3,88100,렌트비 
h_h000760,2,렌탈비,2,렌터카(승용/승합/버스 등등),N,3,6168159737,(주)특별한렌트카,2023-06-14 09:34,1,20000,렌트비
h_h000760,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,31000,
h_h000760,9,교통비,0,항공기,N,3,,,,,484700,
h_h000761,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,100000,
h_h000761,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,8000,
h_h000761,10,교통비,0,배/선박,N,4,,,,,257000,
h_h000761,50,교통비,0,버스 + 지하철,N,4,,,,,7500,
h_h000761,9,교통비,1,항공기,Y,4,6168150527,(주)제주항공,2023-04-03 18:13,3,55900,비행기표
h_h000763,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,56640,
h_h000763,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,40000,
h_h000763,9,교통비,0,항공기,N,2,,,,,315500,
h_h000765,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
h_h000765,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,17600,
h_h000765,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,13800,
h_h000765,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,1,2148779183,롯데렌트카,2023-05-24 12:26,1,119200,랜트비
h_h000765,2,주유비,0,렌터카(승용/승합/버스 등등),N,1,,,,,41000,
h_h000765,9,교통비,1,항공기,Y,1,1218189086,(주)진에어,2023-05-24 11:37,1,123900,비행기표
h_h000765,9,교통비,2,항공기,Y,1,1218189086,(주)진에어,2023-05-24 10:26,1,64800,비행기표
h_h000768,12,교통비,0,시외/고속버스,N,3,,,,,9150,
h_h000768,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,3,2118841856,㈜티몬,2023-06-06 00:00,1,242000,[몬스터데이]빌리카 렌트비
h_h000768,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,64000,
h_h000768,4,교통비,1,택시,N,3,1761801295,개인택시,2023-06-26 18:05,1,6100,택시비
h_h000768,8,교통비,0,새마을/무궁화열차,N,3,,,,,7500,
h_h000768,9,교통비,0,항공기,N,3,,,,,124800,
h_h000771,13,교통비,0,시내/마을버스,N,3,,,,,3300,
h_h000771,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,77200,
h_h000771,9,교통비,0,항공기,N,3,,,,,320400,
h_h000772,13,교통비,0,시내/마을버스,N,1,,,,,2500,
h_h000772,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,1,,,,,58000,
h_h000772,2,주유비,0,렌터카(승용/승합/버스 등등),N,1,,,,,29660,
h_h000772,9,교통비,0,항공기,N,1,,,,,27800,
h_h000773,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
h_h000773,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,40000,
h_h000773,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,164000,
h_h000773,9,교통비,0,항공기,N,3,,,,,472320,
h_h000781,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,5000,
h_h000781,2,렌탈비,2,렌터카(승용/승합/버스 등등),Y,4,6168603640,(주)제주속으로,2023-05-25 09:19,1,63230,렌트카
h_h000781,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,60000,
h_h000781,9,교통비,1,항공기,Y,4,4018132460,이스타항공(주),2023-04-14 14:05,1,311200,비행기표
h_h000782,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
h_h000782,10,교통비,1,배/선박,N,2,6168156045,(주)아름다운섬나라,2023-06-10 15:20,1,6500,승선권 
h_h000782,10,교통비,2,배/선박,N,2,6168156045,㈜아름다운섬나라,2023-06-10 13:30,1,7600,승선권
h_h000782,10,교통비,3,배/선박,Y,2,6168156045,(주)아름다운섬나라,2023-06-07 00:00,1,14100,승선권
h_h000782,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,5668801036,(주)네이처모빌리티(찜카),2023-05-27 13:01,1,111300,렌트비
h_h000782,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,50000,
h_h000782,9,교통비,1,항공기,Y,2,6058184518,에어부산,2023-05-20 21:34,1,84380,비행기표
h_h000782,9,교통비,2,항공기,Y,2,1048117480,아시아나항공(주),2023-05-25 14:57,1,267800,비행기표 
h_h000788,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,86151,
h_h000788,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,30000,
h_h000788,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,2000,
h_h000788,9,교통비,0,항공기,N,2,,,,,280000,
h_h000789,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
h_h000791,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,89000,
h_h000791,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,20000,
h_h000791,50,교통비,0,버스 + 지하철,N,4,,,,,10000,
h_h000791,9,교통비,0,항공기,N,4,,,,,346000,
h_h000794,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
h_h000794,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,97000,
h_h000794,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,15000,
h_h000794,4,교통비,0,택시,N,2,,,,,40000,
h_h000794,9,교통비,0,항공기,N,2,,,,,301600,
h_h000797,11,교통비,0,관광버스,N,2,,,,,59800,
h_h000797,4,교통비,0,택시,N,2,,,,,148610,
h_h000797,4,교통비,1,택시,N,2,1298638970,로카모빌리티(주),2023-06-17 06:50,1,5700,택시비 
h_h000797,4,교통비,2,택시,N,2,1048183559,주식회사 티머니,2023-06-17 13:15,1,20890,택시비
h_h000797,4,교통비,3,택시,N,2,1298638970,로카모빌리티(주),2023-06-18 08:32,1,15900,택시비 
h_h000797,4,교통비,4,택시,N,2,1298638970,로카모빌리티(주),2023-06-18 17:37,1,3600,택시비
h_h000797,4,교통비,5,택시,N,2,1298638970,로카모빌리티(주),2023-06-19 12:36,1,3900,택시비
h_h000797,9,교통비,0,항공기,N,2,,,,,427600,
h_h000799,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
h_h000800,13,교통비,0,시내/마을버스,N,3,,,,,4500,
h_h000800,4,교통비,1,택시,N,3,1298638970,로카모빌리티택시_0,2023-06-14 20:01,1,18840,택시비
h_h000800,9,교통비,1,항공기,Y,3,8258100091,에어서울 주식회사,2023-05-22 23:49,1,343500,비행기표
h_h000805,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,119300,
h_h000805,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,34000,
h_h000805,9,교통비,0,항공기,N,2,,,,,345160,
h_h000806,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,47000,
h_h000806,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,108640,
h_h000806,4,교통비,0,택시,N,3,,,,,43000,
h_h000806,9,교통비,0,항공기,N,3,,,,,280000,
h_h000807,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,97600,
h_h000807,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,49000,
h_h000807,2,주차비,0,렌터카(승용/승합/버스 등등),N,3,,,,,15000,
h_h000807,9,교통비,0,항공기,N,3,,,,,201600,
h_h000810,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,90400,
h_h000810,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,30000,
h_h000810,9,교통비,0,항공기,N,2,,,,,243200,
h_h000814,12,교통비,0,시외/고속버스,N,2,,,,,21050,
h_h000814,16,교통비,0,기타,N,2,,,,,2800,
h_h000814,4,교통비,1,택시,N,2,6132247424,,2023-06-27 16:45,1,4700,택시비
h_h000814,9,교통비,1,항공기,Y,2,6168150527,(주)제주항공,2023-05-26 13:21,1,13900,비행기표
h_h000814,9,교통비,2,항공기,Y,2,6168150527,(주)제주항공,2023-05-26 13:19,1,13900,비행기표 
h_h000815,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,15000,
h_h000815,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
h_h000815,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,130000,
h_h000815,4,교통비,1,택시,N,4,3840800199,개인택시,2023-06-15 23:04,1,6300,택시비
h_h000815,4,교통비,2,택시,N,4,1191733161,개인택시,2023-06-19 10:22,1,8400,택시비
h_h000815,9,교통비,0,항공기,N,4,,,,,200000,
h_h000817,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,15000,
h_h000817,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,6000,
h_h000817,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,154500,
h_h000817,2,주차비,0,렌터카(승용/승합/버스 등등),N,4,,,,,3000,
h_h000817,9,교통비,0,항공기,N,4,,,,,695200,
h_h000819,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,30000,
h_h000819,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,5,,,,,70000,
h_h000819,9,교통비,1,항공기,N,5,6058184518,에어부산(주),2023-06-17 00:00,1,616100,비행기표 
h_h000821,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,5,1138132864,에스케이렌터카 주식회사,2023-06-06 18:33,1,262320,렌트비 
h_h000821,2,주유비,0,렌터카(승용/승합/버스 등등),N,5,,,,,40000,
h_h000821,9,교통비,0,항공기,N,5,,,,,1579000,
h_h000825,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,3,,,,,90270,
h_h000825,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,35000,
h_h000825,9,교통비,0,항공기,N,3,,,,,400400,
h_h000826,4,교통비,0,택시,N,2,,,,,80000,
h_h000826,50,교통비,0,버스 + 지하철,N,2,,,,,18950,
h_h000826,9,교통비,0,항공기,N,2,,,,,136500,
h_h000829,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,35900,
h_h000829,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,4,,,,,62500,
h_h000829,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,12500,
h_h000829,9,교통비,0,항공기,N,4,,,,,255000,
h_h000831,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,15000,
h_h000831,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,6,7398800561,주식회사 제주페이,2023-05-09 23:00,1,38500,KD 렌트카 렌트비
h_h000831,2,주유비,0,렌터카(승용/승합/버스 등등),N,6,,,,,49371,
h_h000831,2,주차비,0,렌터카(승용/승합/버스 등등),N,6,,,,,2000,
h_h000831,4,교통비,1,택시,N,6,,,2023-06-11 10:18,1,7400,택시비
h_h000831,9,교통비,0,항공기,N,6,,,,,330200,
h_h000832,10,교통비,1,배/선박,Y,5,2208101733,(주)다우데이타,2023-05-11 11:36,1,334300,
h_h000832,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,5,2118841856,(주)티몬,2023-05-22 00:00,1,103600,"여행박람회 롯데렌터카 제주,혹시나 모를 사고에도 안심,완전(슈퍼자차)(구매2개)"
h_h000832,2,주유비,0,렌터카(승용/승합/버스 등등),N,5,,,,,23000,
h_h000832,4,교통비,1,택시,N,5,1298638970,로카모빌리티택시_0,2023-06-11 12:13,1,6100,택시비
h_h000832,7,교통비,2,KTX/SRT(고속열차),N,5,3148210024,한국철도공사,2023-06-11 19:52,1,33600,기차표
h_h000832,7,교통비,3,KTX/SRT(고속열차),N,5,3148210024,한국철도공사,2023-06-09 07:02,1,33600,기차표 
h_h000833,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,69000,
h_h000833,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,35000,
h_h000833,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,1100,
h_h000833,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,5,,,,,155200,
h_h000833,2,주유비,0,렌터카(승용/승합/버스 등등),N,5,,,,,40000,
h_h000833,9,교통비,0,항공기,N,5,,,,,356500,
h_h000834,10,교통비,0,배/선박,N,1,,,,,20000,
h_h000834,14,렌탈비,0,자전거,N,1,,,,,45000,
h_h000834,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,1,,,,,83310,
h_h000834,2,주유비,0,렌터카(승용/승합/버스 등등),N,1,,,,,25000,
h_h000834,4,교통비,0,택시,N,1,,,,,5900,
h_h000834,5,교통비,0,지하철,N,1,,,,,5800,
h_h000834,9,교통비,0,항공기,N,1,,,,,280000,
h_h000835,13,교통비,0,시내/마을버스,N,3,,,,,22000,
h_h000835,4,교통비,0,택시,N,3,,,,,22500,
h_h000835,9,교통비,0,항공기,N,3,,,,,130000,
h_h000837,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,5000,
h_h000837,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,4,7398800561,주식회사 제주페이,2023-06-12 08:56,1,84200,제주현대 렌트카 렌트비
h_h000837,4,교통비,0,택시,N,4,,,,,4000,
h_h000837,9,교통비,0,항공기,N,4,,,,,290000,
h_h000844,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,54000,
h_h000846,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
h_h000846,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,11800,
h_h000849,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
h_h000852,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,44000,
h_h000852,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1500,
