TRAVEL_ID,MVMN_SE,PAYMENT_SE,PAYMENT_SEQ,MVMN_SE_NM,RSVT_YN,PAYMENT_NUM,BRNO,STORE_NM,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
e_e013031,2,통행료,0,렌터카(승용/승합/버스 등등),N,3,,,,,5600,
h_h000053,10,교통비,0,배/선박,N,1,,,,,6000,
h_h001461,4,교통비,5,택시,N,1,,카카오페이,2023-06-29 16:46,1,7800,
h_h000051,12,교통비,0,시외/고속버스,N,1,,,,,8200,
h_h004752,4,교통비,3,택시,N,2,,남원운수(주),2023-08-31 19:14,1,8200,택시비 
h_h003978,4,교통비,2,택시,N,3,6162463164,세기교통,2023-08-23 22:52,1,8200,택시비
h_h002452,4,교통비,1,택시,N,2,6160556978,개인택시,2023-08-02 19:00,1,8400,택시비
h_h001906,4,교통비,2,택시,N,2,4744200574,개인택시,2023-07-12 13:29,1,8600,택시비
h_h002723,4,교통비,0,택시,N,4,,,,,9300,
h_h005233,50,교통비,0,택시,N,2,,,,,9800,
h_h003344,4,교통비,1,택시,N,2,7742801050,개인택시,2023-08-17 22:08,1,10200,택시비 
h_h003024,4,교통비,3,택시,N,1,6162748960,개인택시,2023-08-21 17:02,1,10500,택시비 
h_h000294,4,교통비,2,택시,N,2,8158600819,미소택시협동조합,2023-06-04 19:38,1,10600,택시비
h_h004109,50,교통비,0,택시,N,2,,,,,13400,
h_h006071,10,교통비,2,배/선박,N,1,6168145193,우도해운(주),2023-09-07 12:30,1,16000,승선권
e_e001393,10,교통비,1,배/선박,N,1,1378204361,세종해운(주)월미사업부,2023-06-03 10:35,1,16000,
h_h001082,16,교통비,0,기타,N,1,,,,,16000,
h_h003058,16,교통비,0,기타,N,2,,,,,16000,
h_h002603,10,교통비,1,배/선박,N,1,6028206859,(주)새만금유람선,2023-07-29 15:53,1,16000,
h_h000628,10,교통비,1,배/선박,N,1,6168145193,우도해운(주),2023-06-18 09:31,1,16000,승선권 
h_h004133,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-29 11:55,1,16000,승선권
h_h005746,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-09-02 14:49,1,16000,승선권
h_h001057,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-07-06 13:21,1,16000,승선권 
h_h005312,16,교통비,0,기타,N,3,,,,,16000,
h_h002477,14,렌탈비,0,자전거,N,2,,,,,16000,
h_h001168,50,교통비,0,택시,N,2,,,,,16500,
h_h001603,12,교통비,0,시외/고속버스,N,2,,,,,17500,
h_h001276,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
h_h001999,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,25000,
h_h002293,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
h_h000464,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,30000,
h_h001317,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,30000,
h_h001849,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,30000,
h_h001889,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,30000,
h_h002322,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,30000,
h_h002592,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
h_h002629,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,30000,
h_h005274,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
h_h001117,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,31000,
h_h000055,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,40000,
h_h000202,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
h_h000602,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,40000,
h_h005889,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,40000,
h_h003036,2,렌탈비,3,렌터카(승용/승합/버스 등등),N,2,7568600015,주식회사제주한라렌트,2023-08-11 13:40,1,44000,
h_h002113,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,5,4328700208,주식회사 오렌지렌트카,2023-07-14 20:46,1,48000,렌트비
g_g004426,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
h_h000817,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,50000,
h_h000855,2,주유비,0,렌터카(승용/승합/버스 등등),N,5,,,,,50000,
h_h002544,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,50000,
h_h003120,2,주유비,0,렌터카(승용/승합/버스 등등),N,1,,,,,50000,
h_h002251,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,52000,
e_e003284,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,55000,
h_h005234,2,렌탈비,1,렌터카(승용/승합/버스 등등),N,2,6458800285,로그인렌트카,2023-08-28 11:34,1,56000,렌트비
h_h003880,2,렌탈비,3,렌터카(승용/승합/버스 등등),N,5,6458800285,로그인렌트카,2023-09-05 19:39,1,58000,렌트비 
h_h002820,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,60000,
h_h002820,2,주유비,4,렌터카(승용/승합/버스 등등),N,4,2462202019,현대주유소,2023-08-23 18:48,1,60000,주유비 
h_h003872,5,교통비,0,지하철,N,1,,,,,2900,
g_g005304,13,교통비,0,시내/마을버스,N,2,,,,,3000,
h_h001438,13,교통비,0,시내/마을버스,N,2,,,,,3000,
h_h004970,13,교통비,0,시내/마을버스,N,1,,,,,3000,
h_h002095,13,교통비,0,시내/마을버스,N,2,,,,,3000,
h_h005841,13,교통비,0,시내/마을버스,N,2,,,,,3200,
h_h000353,13,교통비,0,시내/마을버스,N,1,,,,,3200,
f_f003169,5,교통비,0,지하철,N,1,,,,,3400,
f_f007553,5,교통비,0,지하철,N,2,,,,,3400,
h_h003744,5,교통비,0,지하철,N,2,,,,,3400,
f_f005537,13,교통비,0,시내/마을버스,N,2,,,,,3600,
h_h002087,5,교통비,0,지하철,N,2,,,,,4200,
h_h003148,5,교통비,0,지하철,N,2,,,,,4200,
h_h004721,5,교통비,0,지하철,N,2,,,,,4200,
h_h001663,5,교통비,0,지하철,N,1,,,,,4400,
h_h001675,5,교통비,0,지하철,N,1,,,,,4400,
h_h002587,5,교통비,0,지하철,N,3,,,,,4400,
h_h000100,13,교통비,0,시내/마을버스,N,1,,,,,5200,
h_h000346,5,교통비,0,지하철,N,4,,,,,5200,
h_h002549,5,교통비,0,지하철,N,1,,,,,5200,
h_h003190,5,교통비,0,지하철,N,2,,,,,5200,
e_e000588,5,교통비,0,지하철,N,2,,,,,5400,
e_e002439,5,교통비,0,지하철,N,3,,,,,5400,
h_h001397,5,교통비,0,지하철,N,2,,,,,5400,
h_h002119,13,교통비,0,시내/마을버스,N,4,,,,,7600,
h_h002028,13,교통비,0,시내/마을버스,N,2,,,,,7700,
h_h001247,13,교통비,0,시내/마을버스,N,2,,,,,8000,
h_h000051,8,교통비,0,새마을/무궁화열차,N,1,,,,,8600,
h_h000256,12,교통비,0,시외/고속버스,N,2,,,,,10900,
h_h003567,12,교통비,0,시외/고속버스,N,2,,,,,12100,
h_h001075,12,교통비,0,시외/고속버스,N,2,,,,,15200,
h_h004101,12,교통비,0,시외/고속버스,N,2,,,,,15400,
h_h000534,12,교통비,0,시외/고속버스,N,2,,,,,17100,
h_h000108,12,교통비,0,시외/고속버스,N,1,,,,,18100,
h_h001261,12,교통비,0,시외/고속버스,N,2,,,,,19100,
h_h000172,12,교통비,0,시외/고속버스,N,2,,,,,22100,
h_h000797,12,교통비,0,시외/고속버스,N,2,,,,,26100,
h_h001309,9,교통비,2,항공기,Y,2,1058694734,(주)선민항공여행사,2023-06-01 20:02,1,28000,이스타항공 제주도 특가 편도 항공권 
h_h000886,12,교통비,0,시외/고속버스,N,2,,,,,31100,
h_h004860,12,교통비,0,시외/고속버스,N,3,,,,,32100,
h_h001195,12,교통비,0,시외/고속버스,N,4,,,,,37400,
f_f000786,12,교통비,0,시외/고속버스,N,2,,,,,54000,
h_h004746,9,교통비,0,항공기,N,1,,,,,88000,
h_h001298,9,교통비,3,항공기,N,1,1018194800,주식회사 티웨이항공 김포지점,2023-06-17 12:11,1,140000,비행기표
h_h004211,4,교통비,1,택시,N,2,,덕남운수(주),2023-08-31 19:52,1,6800,택시비 
h_h001719,4,교통비,2,택시,N,2,8463100787,개인택시,2023-07-05 16:32,1,7400,택시비
g_g004299,4,교통비,0,택시,N,2,,,,,7500,
h_h004636,4,교통비,1,택시,N,2,,,2023-08-29 11:15,1,7500,택시비
h_h001150,4,교통비,0,택시,N,1,,,,,7900,
h_h001582,4,교통비,1,택시,N,1,6162205082,개인택시,2023-06-28 08:06,1,8000,택시비
h_h000858,4,교통비,0,택시,N,2,,,,,8500,
h_h000869,4,교통비,0,택시,N,4,,,,,8500,
h_h001461,4,교통비,4,택시,N,1,6162169885,개인택시,2023-06-29 17:39,1,8500,택시비 
h_h004474,4,교통비,0,택시,N,2,,,,,8500,
h_h005433,4,교통비,0,택시,N,4,,,,,8500,
f_f006544,4,교통비,3,택시,N,2,,카카오법인택시,2023-08-24 14:30,1,9500,택시비
h_h001314,4,교통비,0,택시,N,2,,,,,9500,
h_h001562,4,교통비,3,택시,N,1,1048183559,주식회사 티머니,2023-06-30 16:55,1,9500,택시비
h_h002713,4,교통비,1,택시,N,3,8872601537,,2023-08-21 15:09,1,9500,택시비 
h_h000584,4,교통비,0,택시,N,1,,,,,9500,
h_h000592,4,교통비,2,택시,N,2,5399401675,영성상회,2023-06-27 10:18,1,9500,
h_h002199,4,교통비,0,택시,N,2,,,,,9500,
h_h002701,4,교통비,0,택시,N,2,,,,,10300,
h_h000873,4,교통비,2,택시,N,2,6168102762,(주)동성택시운송,2023-07-01 07:27,1,10500,택시비
h_h001551,4,교통비,0,택시,N,1,,,,,10500,
h_h005233,4,교통비,0,택시,N,2,,,,,10500,
h_h000768,4,교통비,0,택시,N,3,,,,,11300,
h_h000069,4,교통비,1,택시,N,2,6169257676,탐라수산,2023-05-17 20:02,1,11500,
h_h004184,4,교통비,0,택시,N,2,,,,,11500,
h_h004385,4,교통비,2,택시,N,2,6160194561,개인택시,2023-08-19 15:42,1,11500,택시비
g_g004477,4,교통비,0,택시,N,2,,,,,11500,
h_h000103,4,교통비,0,택시,N,2,,,,,11500,
h_h000810,4,교통비,0,택시,N,2,,,,,11500,
h_h001520,4,교통비,0,택시,N,2,,,,,11500,
h_h001755,4,교통비,0,택시,N,1,,,,,11500,
h_h006480,4,교통비,0,택시,N,5,,,,,11500,
h_h001789,4,교통비,0,택시,N,2,,,,,12500,
h_h000461,4,교통비,1,택시,N,2,1098135538,신신기업(주),2023-06-04 05:04,1,13000,택시비
h_h000922,4,교통비,0,택시,N,2,,,,,13000,
h_h001898,4,교통비,4,택시,N,2,1048183559, ㈜티머니개인택시,2023-07-09 12:58,1,14400,택시비
h_h000645,4,교통비,0,택시,N,4,,,,,14500,
f_f004736,4,교통비,0,택시,N,3,,,,,14500,
h_h000286,4,교통비,0,택시,N,1,,,,,14500,
h_h001288,4,교통비,0,택시,N,4,,,,,14500,
h_h001198,4,교통비,0,택시,N,3,,,,,16000,
h_h005462,4,교통비,0,택시,N,2,,,,,17000,
h_h001416,4,교통비,0,택시,N,5,,,,,17500,
f_f007870,4,교통비,0,택시,N,2,,,,,18000,
h_h001306,4,교통비,1,택시,N,2,2098115977,진양상운(주),2023-06-20 05:19,1,18000,택시비
h_h004845,4,교통비,0,택시,N,5,,,,,18500,
f_f004503,4,교통비,0,택시,N,1,,,,,18500,
h_h000496,4,교통비,0,택시,N,3,,,,,18500,
h_h001184,4,교통비,0,택시,N,4,,,,,18500,
h_h004543,4,교통비,0,택시,N,1,,,,,18500,
h_h001582,50,교통비,0,택시,N,1,,,,,7500,
h_h003579,50,교통비,0,택시,N,2,,,,,8500,
h_h003579,10,교통비,0,택시,N,2,,,,,8500,
h_h000494,50,교통비,0,택시,N,2,,,,,10500,
h_h000648,50,교통비,0,택시,N,2,,,,,11000,
h_h000871,50,교통비,0,택시,N,3,,,,,10500,
h_h001771,50,교통비,0,택시,N,1,,,,,12000,
h_h002477,50,교통비,0,택시,N,2,,,,,11000,
h_h002819,50,교통비,0,택시,N,2,,,,,10500,
h_h003637,50,교통비,0,택시,N,2,,,,,11000,
e_e005230,50,교통비,0,택시,N,2,,,,,12500,
h_h000819,50,교통비,0,택시,N,5,,,,,13000,
h_h001662,50,교통비,0,택시,N,2,,,,,13000,
h_h002114,50,교통비,0,택시,N,6,,,,,13000,
h_h000852,50,교통비,0,택시,N,2,,,,,13600,
h_h003024,50,교통비,0,택시,N,1,,,,,13600,
h_h002209,50,교통비,0,택시,N,2,,,,,12500,
h_h003308,50,교통비,0,택시,N,2,,,,,14500,
h_h002489,50,교통비,0,택시,N,2,,,,,14500,
h_h004739,50,교통비,0,택시,N,2,,,,,14500,
f_f004391,50,교통비,0,택시,N,2,,,,,15500,
h_h005267,50,교통비,0,택시,N,2,,,,,16800,
g_g003083,50,교통비,0,택시,N,2,,,,,16800,
h_h001208,50,교통비,0,택시,N,3,,,,,18000,
h_h005264,50,교통비,0,택시,N,2,,,,,18000,
h_h002665,50,교통비,0,택시,N,2,,,,,16600,
h_h000267,13,교통비,0,시내/마을버스,N,3,,,,,16000,
h_h006222,10,교통비,1,배/선박,N,1,6168145193,우도해운(주),2023-09-12 10:48,1,6000,승선권
h_h000647,10,교통비,2,배/선박,N,1,4208701280,욕지해운(주),2023-07-01 00:00,3,6600,승선권
h_h000093,16,교통비,0,기타,N,3,,,,,7000,
h_h000181,10,교통비,0,배/선박,N,4,,,,,8000,
h_h001596,10,교통비,0,배/선박,N,1,,,,,8000,
h_h000130,10,교통비,0,배/선박,N,1,,,,,8000,
e_e002043,10,교통비,0,배/선박,N,1,,,,,8000,
h_h001965,10,교통비,1,배/선박,N,1,6168145193,우도해운(주),2023-07-05 10:19,3,12000,승선권 
e_e002693,16,교통비,0,기타,N,1,,,,,12000,
h_h000275,10,교통비,1,배/선박,N,1,8948701327,주식회사 비양도해운,2023-06-09 10:22,1,14000,
h_h005375,10,교통비,0,배/선박,N,1,,,,,14000,
h_h003895,10,교통비,0,배/선박,N,1,,,,,14000,
h_h001675,16,교통비,0,기타,N,1,,,,,16000,
h_h000674,10,교통비,0,배/선박,N,2,,,,,16000,
h_h001434,10,교통비,0,배/선박,N,2,,,,,16000,
h_h002995,10,교통비,0,배/선박,N,2,,,,,16000,
h_h004216,10,교통비,0,배/선박,N,2,,,,,16000,
h_h003148,10,교통비,0,배/선박,N,2,,,,,16000,
h_h003322,10,교통비,0,배/선박,N,2,,,,,16000,
h_h003619,10,교통비,0,배/선박,N,2,,,,,16000,
h_h003920,16,교통비,0,기타,N,2,,,,,16000,
h_h002311,16,교통비,0,기타,N,2,,,,,16000,
h_h002083,16,교통비,0,기타,N,2,,,,,18000,
h_h000821,11,교통비,0,관광버스,N,5,,,,,18000,
h_h000703,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-06-19 10:46,1,18000,승선권
h_h000759,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-06-11 09:40,1,18000,승선권 
h_h001655,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-07-06 11:43,1,18000,승선권
h_h001853,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-07-06 12:28,1,18000,승선권 
h_h002006,11,교통비,1,관광버스,N,4,6898100516,(법인)우도사랑 협동조합,2023-07-10 13:02,1,18000,승차권 
h_h003343,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-29 08:23,1,18000,승선권
h_h003553,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-19 11:34,1,18000,승선권 
h_h003742,10,교통비,1,배/선박,N,1,6168145193,우도해운(주),2023-09-04 11:26,1,18000,승선권
h_h003842,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-26 14:10,1,18000,승선권 
h_h003867,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-19 11:21,1,18000,승선권
h_h004163,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-20 09:12,1,18000,승선권
h_h004300,10,교통비,1,배/선박,N,1,6168145193,우도해운(주),2023-08-28 11:25,1,18000,승선권 
h_h005366,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-29 13:56,1,18000,승선권 
h_h002376,16,교통비,0,배/선박,N,2,,,,,18000,
h_h002477,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-01 09:12,1,18000,승선권 
h_h003906,10,교통비,1,배/선박,N,2,6168145193,우도해운(주),2023-08-27 12:38,1,18000,승선권
h_h004326,16,교통비,0,기타,N,2,,,,,18000,
h_h004327,16,교통비,0,기타,N,2,,,,,18000,
h_h003142,16,교통비,0,기타,N,4,,,,,20000,
h_h002203,7,교통비,0,배/선박,N,3,,,,,24000,
h_h001026,10,교통비,1,배/선박,N,3,6168145193,우도해운(주),2023-06-24 12:07,1,24000,승선권
h_h002295,10,교통비,1,배/선박,N,3,6168145193,우도해운(주),2023-07-15 11:57,1,24000,승선권
h_h001728,10,교통비,1,배/선박,N,3,6168197240,브이패스,2023-07-05 13:30,1,24000,마라도가는 여객선
h_h002183,10,교통비,1,배/선박,N,3,6168106211,(주)마라도가는여객선,2023-07-19 00:00,3,24000,승선권 
h_h002100,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,26000,
h_h000759,16,교통비,0,기타,N,2,,,,,28000,
h_h001063,10,교통비,1,배/선박,N,4,6168145193,우도해운(주),2023-06-16 10:27,1,28000,승선권
h_h001529,10,교통비,0,배/선박,N,4,,,,,36000,
h_h003142,10,교통비,0,배/선박,N,4,,,,,36000,
f_f000674,10,교통비,2,배/선박,Y,4,1078204813,한국해운조합,2023-05-23 13:36,1,36000,승선권
h_h000665,10,교통비,2,배/선박,N,4,5068187163,(주)대저해운,2023-06-23 08:00,1,36000,승선권 
e_e000697,10,교통비,2,배/선박,Y,1,1078204813,한국해운조합,2023-05-19 11:18,1,16000,연안여색선 승선권
f_f000270,10,교통비,0,배/선박,N,2,,,,,30000,
f_f001953,10,교통비,2,배/선박,N,2,6738600985,풍양카페리주식회사,2023-06-03 17:01,1,23300,승선권
g_g003044,10,교통비,0,배/선박,N,2,,,,,16000,
g_g003627,10,교통비,1,배/선박,N,3,1078204813,한국해운조합,2023-07-15 00:00,1,24000,승선권
h_h000805,10,교통비,1,배/선박,N,2,1078204813,한국해운조합,2023-06-10 00:00,1,28200,승선권
h_h001803,10,교통비,1,배/선박,N,2,1078204813,한국해운조합,2023-07-20 00:00,1,38000,승선권 
h_h002603,10,교통비,5,배/선박,N,1,1078204813,한국해운조합,2023-07-30 00:00,1,10900,승선권
h_h003496,10,교통비,0,배/선박,N,1,,,,,38000,
h_h005736,10,교통비,1,배/선박,N,3,,비금농업협동조합,2023-09-17 10:47,1,24000,승선권
e_e003685,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
h_h000172,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
h_h000873,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,15000,
h_h000884,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,15000,
h_h001235,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,15000,
h_h001254,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,15000,
h_h001612,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,15000,
h_h002183,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,15000,
h_h002285,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,15000,
h_h006585,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,15000,
h_h003448,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,16000,
h_h001683,2,주유비,0,렌터카(승용/승합/버스 등등),N,1,,,,,17000,
h_h000103,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,20000,
h_h001125,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,20000,
h_h003419,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
h_h004060,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,20000,
h_h006478,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
h_h001086,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,23000,
h_h004143,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,23000,
e_e005480,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
f_f003392,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,25000,
g_g001558,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,25000,
g_g002199,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,25000,
g_g002476,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
h_h000322,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,25000,
h_h000324,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,25000,
h_h000583,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
h_h000831,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,25000,
h_h001068,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,25000,
h_h001091,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,25000,
h_h001183,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,25000,
h_h001292,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,25000,
h_h001397,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,25000,
h_h001398,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,25000,
h_h001553,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
h_h001607,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
h_h001728,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,25000,
h_h001865,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,25000,
h_h002265,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
h_h002449,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,25000,
h_h003556,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,25000,
h_h003638,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,25000,
h_h003849,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,25000,
h_h003961,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,25000,
h_h005149,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,25000,
h_h005641,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,25000,
h_h005842,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,25000,
h_h006408,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,25000,
h_h006612,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
h_h003702,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,27500,
h_h003441,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,29000,
h_h000773,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,30000,
h_h001831,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
h_h001082,2,주유비,0,렌터카(승용/승합/버스 등등),N,1,,,,,34000,
e_e000588,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
e_e002509,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,35000,
e_e003595,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
f_f003510,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
f_f004486,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
f_f007805,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
f_f007867,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,35000,
g_g002734,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
g_g002822,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
g_g003363,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
h_h000069,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
h_h000093,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,35000,
h_h000103,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
h_h000105,2,주유비,0,렌터카(승용/승합/버스 등등),N,1,,,,,35000,
h_h000107,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,35000,
h_h000147,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
h_h000232,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,35000,
h_h000256,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
h_h000314,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
h_h000453,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,35000,
h_h000461,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h000500,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h000693,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,35000,
h_h000837,2,주유비,0,렌터카(승용/승합/버스 등등),N,4,,,,,35000,
h_h000858,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
h_h000891,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,35000,
h_h000917,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h000922,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h001026,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,35000,
h_h001140,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h001182,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,35000,
h_h001252,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h001261,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h001468,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35000,
h_h001494,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h001737,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,35000,
h_h001991,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,35000,
h_h002209,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h002295,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,35000,
h_h002608,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h002726,1,주유비,0,자가용(승용/승합/트럭 등등),N,5,,,,,35000,
h_h002778,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h002982,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,35000,
h_h003191,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h003524,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,35000,
h_h003572,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h003671,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
h_h003980,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,35000,
